#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=20/04/2023 06:31:42
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-4E-07	-1.509E-10	0.033883	0.0999998	2.1426E-05	0.033883
-0.1000004	-2.095E-10	0.058736	0.1000001	2.05941E-05	0.058736
-0.2000004	-2.582E-10	0.083258	0.1000001	1.97681E-05	0.083258
-0.300001	-1.995E-10	0.107994	0.0999999	1.89451E-05	0.107994
-0.4	-1.109E-10	0.132511	0.1	1.81268E-05	0.132511
-0.5	-8.47E-11	0.157035	0.1	1.73115E-05	0.157035
-0.6	-7.21E-11	0.181573	0.1	1.65005E-05	0.181573
-0.7	-6.45E-11	0.206109	0.0999998	1.56933E-05	0.206109
-0.8	-5.94E-11	0.230678	0.1	1.48904E-05	0.230678
-0.9	-5.66E-11	0.255212	0.1	1.40933E-05	0.255212
-1	-5.46E-11	0.279819	0.1000001	1.33012E-05	0.279819
-1.1	-5.29E-11	0.304345	0.1000001	1.2516E-05	0.304345
-1.2	-5.25E-11	0.328849	0.0999998	1.1738E-05	0.328849
-1.3	-5.17E-11	0.353383	0.0999999	1.09688E-05	0.353383
-1.4	-5.16E-11	0.3779	0.1	1.02089E-05	0.3779
-1.5	-5.08E-11	0.402441	0.0999999	9.46E-06	0.402441
-1.6	-4.68E-11	0.429563	0.0999999	8.72779E-06	0.429563
-1.7	-5.02E-11	0.454178	0.0999999	8.00519E-06	0.454178
-1.8	-5.08E-11	0.478721	0.1	7.29929E-06	0.478721
-1.9	-5.03E-11	0.503246	0.0999999	6.61256E-06	0.503246
-2	-5.1E-11	0.527738	0.1	5.94691E-06	0.527738
-2.1	-5.12E-11	0.55226	0.1	5.3047E-06	0.55226
-2.2	-4.45E-11	0.600381	0.1	4.69295E-06	0.600381
-2.3	-4.99E-11	0.62491	0.0999998	4.10647E-06	0.62491
-2.4	-4.99E-11	0.649462	0.1000001	3.55428E-06	0.649462
-2.5	-5.08E-11	0.674006	0.1	3.0388E-06	0.674006
-2.6	-5.14E-11	0.698578	0.1000001	2.56207E-06	0.698578
-2.7	-5.2E-11	0.72312	0.0999999	2.12621E-06	0.72312
-2.8	-5.24E-11	0.747639	0.0999999	1.7324E-06	0.747639
-2.9	-5.25E-11	0.772177	0.0999997	1.38218E-06	0.772177
-3	-5.28E-11	0.796732	0.1	1.07538E-06	0.796732
-3.1	-4.97E-11	0.824038	0.0999996	8.13392E-07	0.824038
-3.2	-5.3E-11	0.848576	0.0999997	5.93011E-07	0.848576
