#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=19/04/2023 15:55:37
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-2E-07	-1.629E-10	0.033919	0.0999997	2.82916E-06	0.033919
-0.1000003	-2.221E-10	0.058774	0.1	2.2971E-06	0.058774
-0.2000006	-2.705E-10	0.083277	0.1	1.80928E-06	0.083277
-0.300001	-2.011E-10	0.107987	0.0999999	1.3724E-06	0.107987
-0.4	-1.166E-10	0.13249	0.1	9.9346E-07	0.13249
-0.5	-8.4E-11	0.159894	0.0999997	6.79887E-07	0.159894
-0.6	-7.7E-11	0.1844	0.0999993	4.31826E-07	0.1844
-0.7	-6.96E-11	0.209088	0.0999995	2.50833E-07	0.209088
-0.8	-6.55E-11	0.233588	0.0999997	1.30293E-07	0.233588
-0.9	-5.46E-11	0.271245	0.0999943	6.04911E-08	0.271245
-1.000001	-7.16E-11	0.294522	0.100005	2.36146E-08	0.294522
-1.100001	-7.13E-11	0.317806	0.1000016	8.064E-09	0.317806
-1.200001	-7.24E-11	0.341028	0.100001	2.4249E-09	0.341028
-1.300001	-7.27E-11	0.364234	0.1000005	6.348E-10	0.364234
-1.400001	-7.21E-11	0.387456	0.1000004	1.35E-10	0.387456
-1.500001	-7.1E-11	0.410739	0.1000003	1.54E-11	0.410739
-1.600001	-7.05E-11	0.434029	0.1000003	-6.8E-12	0.434029
-1.700001	-7.24E-11	0.457233	0.1000004	-9.5E-12	0.457233
-1.800001	-7.23E-11	0.480448	0.1000003	-1.01E-11	0.480448
-1.900001	-7.02E-11	0.503824	0.1000002	-9.5E-12	0.503824
-2.000001	-7.28E-11	0.527032	0.1000001	-9.5E-12	0.527032
-2.100001	-7.34E-11	0.550235	0.1000002	-9.6E-12	0.550235
-2.2	-5.09E-11	0.601421	0.0999999	-1.15E-11	0.601421
-2.3	-7.13E-11	0.624656	0.1000001	-9.6E-12	0.624656
-2.4	-7.15E-11	0.64789	0.1000001	-9.6E-12	0.64789
-2.5	-7.1E-11	0.671177	0.1000003	-9.8E-12	0.671177
-2.6	-7.31E-11	0.694452	0.1000002	-9.6E-12	0.694452
-2.7	-7.33E-11	0.717743	0.1000004	-9.2E-12	0.717743
-2.8	-7.21E-11	0.741032	0.1000002	-9.7E-12	0.741032
-2.9	-7.24E-11	0.764317	0.1000003	-9.6E-12	0.764317
-3	-7.47E-11	0.787517	0.1000002	-9.4E-12	0.787517
-3.1	-7.36E-11	0.810822	0.1000001	-9.3E-12	0.810822
-3.2	-7.36E-11	0.834165	0.1000002	-9.3E-12	0.834165
-3.3	-7.65E-11	0.857364	0.1000002	-8.7E-12	0.857364
-3.4	-7.47E-11	0.880651	0.1000001	-9.5E-12	0.880651
-3.5	-7.46E-11	0.903957	0.1000001	-9.3E-12	0.903957
-3.6	-7.43E-11	0.927243	0.1000002	-9.5E-12	0.927243
-3.7	-7.73E-11	0.950455	0.1000001	-9.2E-12	0.950455
-3.8	-7.72E-11	0.973666	0.1000003	-9E-12	0.973666
-3.9	-7.55E-11	0.996949	0.1000004	-9.2E-12	0.996949
-4	-7.61E-11	1.020233	0.1000002	-9.2E-12	1.020233
-4.1	-7.79E-11	1.043435	0.1000002	-9.5E-12	1.043435
-4.2	-5.75E-11	1.092716	0.1000003	-1.09E-11	1.092716
-4.3	-7.67E-11	1.115957	0.1000002	-8.9E-12	1.115957
-4.4	-7.74E-11	1.13919	0.1000001	-9.2E-12	1.13919
-4.5	-7.66E-11	1.162544	0.1000003	-9.7E-12	1.162544
-4.6	-7.77E-11	1.185844	0.1000002	-9.1E-12	1.185844
-4.7	-7.78E-11	1.209193	0.1000003	-9.4E-12	1.209193
-4.8	-7.79E-11	1.232492	0.1000002	-1E-11	1.232492
-4.9	-7.99E-11	1.255721	0.1000003	-9E-12	1.255721
-5	-8.02E-11	1.27894	0.1000003	-9.6E-12	1.27894
-5.1	-7.87E-11	1.302233	0.1000002	-9.3E-12	1.302233
-5.2	-7.86E-11	1.325525	0.1000002	-9E-12	1.325525
-5.3	-8.05E-11	1.348717	0.1000002	-8.5E-12	1.348717
-5.4	-7.85E-11	1.372041	0.1000002	-9.1E-12	1.372041
-5.5	-7.97E-11	1.395323	0.1000004	-9.4E-12	1.395323
-5.6	-8.19E-11	1.418552	0.1000003	-9.1E-12	1.418552
-5.7	-8.22E-11	1.441773	0.1000004	-9.3E-12	1.441773
-5.8	-8.24E-11	1.464987	0.1000003	-9.3E-12	1.464987
-5.9	-8.12E-11	1.488336	0.1000001	-9.5E-12	1.488336
-6	-8.11E-11	1.511627	0.1000002	-9.1E-12	1.511627
-6.1	-8.3E-11	1.534849	0.1000003	-8.9E-12	1.534849
-6.2	-8.17E-11	1.558135	0.1000002	-9.1E-12	1.558135
-6.3	-6.37E-11	1.594124	0.1000001	-1.03E-11	1.594124
-6.4	-8.07E-11	1.617433	0.1000003	-8.7E-12	1.617433
-6.5	-8.12E-11	1.640824	0.1000003	-8.8E-12	1.640824
-6.6	-8.32E-11	1.664037	0.1000002	-8.6E-12	1.664037
-6.7	-8.34E-11	1.687303	0.1000003	-8.6E-12	1.687303
-6.8	-8.19E-11	1.710667	0.1000001	-9.2E-12	1.710667
-6.9	-8.42E-11	1.73388	0.1000002	-9.1E-12	1.73388
-7	-8.24E-11	1.75718	0.1000002	-9.1E-12	1.75718
-7.1	-8.5E-11	1.780388	0.1000001	-8.6E-12	1.780388
-7.2	-8.35E-11	1.803681	0.1000002	-8.4E-12	1.803681
-7.3	-8.45E-11	1.826961	0.1000002	-8.6E-12	1.826961
-7.4	-8.36E-11	1.850264	0.1000002	-8.8E-12	1.850264
-7.5	-8.39E-11	1.873548	0.1000001	-8.6E-12	1.873548
-7.6	-8.35E-11	1.896833	0.1000001	-9.2E-12	1.896833
-7.7	-8.61E-11	1.920068	0.1000003	-8.8E-12	1.920068
-7.8	-8.6E-11	1.943274	0.1000003	-8.6E-12	1.943274
-7.9	-8.47E-11	1.966559	0.1000002	-8.6E-12	1.966559
-8	-8.43E-11	1.989843	0.1000003	-8.7E-12	1.989843
-8.1	-8.63E-11	2.013061	0.1000003	-8.4E-12	2.013061
-8.2	-8.62E-11	2.036287	0.1000002	-8.1E-12	2.036287
-8.3	-8.47E-11	2.059583	0.1000002	-8.4E-12	2.059583
-8.4	-6.68E-11	2.095468	0.1	-1.01E-11	2.095468
-8.5	-8.45E-11	2.118778	0.1000003	-8.6E-12	2.118778
-8.6	-8.46E-11	2.142081	0.1000002	-8.5E-12	2.142081
-8.7	-8.62E-11	2.165355	0.1000003	-8.4E-12	2.165355
-8.8	-8.48E-11	2.188697	0.1000001	-8.8E-12	2.188697
-8.9	-8.51E-11	2.212064	0.1000003	-8.4E-12	2.212064
-9	-8.69E-11	2.235272	0.1000002	-8.4E-12	2.235272
-9.1	-8.72E-11	2.258496	0.1000003	-8.2E-12	2.258496
-9.2	-8.57E-11	2.281788	0.1000001	-8.4E-12	2.281788
-9.3	-8.54E-11	2.305061	0.1000004	-8.2E-12	2.305061
-9.4	-8.77E-11	2.328288	0.1000003	-8.2E-12	2.328288
-9.5	-8.8E-11	2.351509	0.1000002	-8E-12	2.351509
-9.6	-8.63E-11	2.3748	0.1	-8.5E-12	2.3748
-9.7	-8.61E-11	2.398083	0.1000001	-8.1E-12	2.398083
-9.8	-8.78E-11	2.421312	0.1000002	-8.1E-12	2.421312
-9.9	-8.77E-11	2.444538	0.1000003	-7.9E-12	2.444538
-10	-8.56E-11	2.46787	0.1000004	-8.4E-12	2.46787
-9.90001	-4.54E-11	2.491144	0.0999997	-1.12E-11	2.491144
-9.80001	-4.15E-11	2.51436	0.1	-1.14E-11	2.51436
-9.70001	-3.96E-11	2.537579	0.0999999	-1.14E-11	2.537579
-9.60001	-3.98E-11	2.560872	0.0999998	-1.15E-11	2.560872
-9.50001	-5.55E-11	2.60126	0.1000001	-1.02E-11	2.60126
-9.40001	-3.64E-11	2.624551	0.1000001	-1.17E-11	2.624551
-9.30001	-3.41E-11	2.647772	0.0999998	-1.17E-11	2.647772
-9.20001	-3.43E-11	2.671062	0.0999997	-1.16E-11	2.671062
-9.10001	-3.38E-11	2.694419	0.0999999	-1.13E-11	2.694419
-9.00001	-3.04E-11	2.717708	0.0999998	-1.16E-11	2.717708
-8.90001	-3.04E-11	2.740928	0.0999998	-1.18E-11	2.740928
-8.80001	-3.1E-11	2.764212	0.0999999	-1.15E-11	2.764212
-8.70001	-2.89E-11	2.787422	0.1000001	-1.16E-11	2.787422
-8.60001	-2.77E-11	2.81063	0.0999997	-1.18E-11	2.81063
-8.50001	-2.79E-11	2.833881	0.0999998	-1.21E-11	2.833881
-8.40001	-2.86E-11	2.857183	0.0999999	-1.2E-11	2.857183
-8.30001	-2.86E-11	2.88048	0.1	-1.14E-11	2.88048
-8.20001	-2.53E-11	2.903688	0.0999999	-1.16E-11	2.903688
-8.10001	-2.54E-11	2.926903	0.0999998	-1.16E-11	2.926903
-8.00001	-2.66E-11	2.950203	0.0999998	-1.17E-11	2.950203
-7.90001	-2.74E-11	2.973532	0.1	-1.18E-11	2.973532
-7.80001	-2.53E-11	2.996773	0.0999999	-1.18E-11	2.996773
-7.70001	-2.56E-11	3.020083	0.0999999	-1.18E-11	3.020083
-7.6	-2.49E-11	3.043366	0.0999999	-1.2E-11	3.043366
-7.50001	-4.43E-11	3.102468	0.1000001	-1.06E-11	3.102468
-7.40001	-2.48E-11	3.125709	0.0999999	-1.21E-11	3.125709
-7.30001	-2.35E-11	3.148939	0.0999998	-1.24E-11	3.148939
-7.2	-2.25E-11	3.172194	0.0999998	-1.23E-11	3.172194
-7.10001	-2.37E-11	3.195549	0.0999999	-1.2E-11	3.195549
-7.00001	-2.17E-11	3.218979	0.0999997	-1.24E-11	3.218979
-6.90001	-2.1E-11	3.242202	0.0999998	-1.24E-11	3.242202
-6.80001	-2.23E-11	3.265492	0.0999999	-1.24E-11	3.265492
-6.70001	-1.98E-11	3.288701	0.1	-1.26E-11	3.288701
-6.60001	-1.95E-11	3.311916	0.0999999	-1.27E-11	3.311916
-6.50001	-1.93E-11	3.335145	0.0999997	-1.25E-11	3.335145
-6.40001	-2.06E-11	3.358424	0.0999997	-1.23E-11	3.358424
-6.30001	-2.01E-11	3.381727	0.0999998	-1.21E-11	3.381727
-6.20001	-1.79E-11	3.404946	0.0999999	-1.23E-11	3.404946
-6.10001	-1.73E-11	3.428163	0.0999997	-1.26E-11	3.428163
-6.00001	-1.84E-11	3.451455	0.0999998	-1.24E-11	3.451455
-5.90001	-1.74E-11	3.47468	0.1	-1.25E-11	3.47468
-5.80001	-1.68E-11	3.497956	0.0999998	-1.25E-11	3.497956
-5.70001	-1.64E-11	3.521168	0.0999997	-1.26E-11	3.521168
-5.60001	-1.72E-11	3.544458	0.0999998	-1.22E-11	3.544458
-5.50001	-3.66E-11	3.604001	0.1000001	-1.07E-11	3.604001
-5.40001	-1.68E-11	3.627244	0.0999999	-1.25E-11	3.627244
-5.30001	-1.72E-11	3.650606	0.0999998	-1.27E-11	3.650606
-5.20001	-1.69E-11	3.673922	0.0999998	-1.3E-11	3.673922
-5.1	-1.42E-11	3.697192	0.0999998	-1.33E-11	3.697192
-5.00001	-1.33E-11	3.720481	0.0999999	-1.32E-11	3.720481
-4.90001	-1.44E-11	3.743776	0.1	-1.33E-11	3.743776
-4.80001	-1.23E-11	3.766983	0.0999998	-1.31E-11	3.766983
