#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=19/04/2023 23:43:40
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.555E-10	0.033985	0.1	1.25006E-05	0.033985
-0.1000004	-2.144E-10	0.058863	0.1000001	1.17258E-05	0.058863
-0.2000005	-2.632E-10	0.083352	0.0999997	1.09587E-05	0.083352
-0.300001	-2.011E-10	0.108205	0.1	1.01992E-05	0.108205
-0.4	-1.132E-10	0.132761	0.0999999	9.4486E-06	0.132761
-0.5	-8.06E-11	0.159962	0.1000001	8.7122E-06	0.159962
-0.6	-7.26E-11	0.184471	0.1000001	7.98061E-06	0.184471
-0.7	-6.56E-11	0.209001	0.1000001	7.26321E-06	0.209001
-0.8	-6.17E-11	0.233541	0.0999999	6.5607E-06	0.233541
-0.9	-5.88E-11	0.258076	0.0999997	5.87573E-06	0.258076
-1	-5.73E-11	0.282581	0.1	5.21157E-06	0.282581
-1.1	-5.61E-11	0.307177	0.1	4.57172E-06	0.307177
-1.2	-5.47E-11	0.33169	0.0999998	3.95967E-06	0.33169
-1.3	-5.41E-11	0.3562	0.0999999	3.38007E-06	0.3562
-1.4	-5.41E-11	0.38071	0.0999999	2.83737E-06	0.38071
-1.5	-5.35E-11	0.405238	0.1000001	2.33651E-06	0.405238
-1.6	-5.38E-11	0.429765	0.0999999	1.88147E-06	0.429765
-1.7	-5.41E-11	0.454272	0.1	1.47594E-06	0.454272
-1.8	-5.38E-11	0.478776	0.0999998	1.12204E-06	0.478776
-1.9	-4.98E-11	0.506145	0.0999996	8.23222E-07	0.506145
-2	-5.34E-11	0.530649	0.0999995	5.76094E-07	0.530649
-2.1	-5.38E-11	0.555214	0.0999994	3.82144E-07	0.555214
-2.2	-4.72E-11	0.59972	0.0999998	2.38606E-07	0.59972
-2.3	-5.25E-11	0.624252	0.0999997	1.35902E-07	0.624252
-2.4	-4.76E-11	0.661929	0.0999945	7.14693E-08	0.661929
-2.5	-6.62E-11	0.685276	0.100006	3.28363E-08	0.685276
-2.6	-6.73E-11	0.708564	0.1000022	1.32793E-08	0.708564
-2.7	-6.96E-11	0.731783	0.1000016	4.6248E-09	0.731783
-2.8	-6.86E-11	0.755075	0.1000005	1.3439E-09	0.755075
-2.9	-7.02E-11	0.778268	0.1000002	3.212E-10	0.778268
-3	-6.91E-11	0.801557	0.1000001	5.78E-11	0.801557
-3.1	-6.97E-11	0.824842	0.1000002	2.7E-12	0.824842
-3.2	-6.9E-11	0.84827	0.1000002	-5.2E-12	0.84827
-3.3	-7.19E-11	0.871479	0.1000002	-6.6E-12	0.871479
-3.4	-7.02E-11	0.894767	0.1000002	-6.9E-12	0.894767
-3.5	-7.07E-11	0.918092	0.1000001	-6.6E-12	0.918092
-3.6	-7.25E-11	0.941315	0.1000002	-6.7E-12	0.941315
-3.7	-7.35E-11	0.964527	0.1	-6.8E-12	0.964527
-3.8	-7.36E-11	0.98775	0.1000001	-6.6E-12	0.98775
-3.9	-7.2E-11	1.011125	0.1	-6.3E-12	1.011125
-4	-7.42E-11	1.034339	0.1000001	-6.4E-12	1.034339
-4.1	-7.41E-11	1.057666	0.1000001	-6.6E-12	1.057666
-4.2	-5.37E-11	1.1002	0.0999999	-8.8E-12	1.1002
-4.3	-7.17E-11	1.12361	0.1000002	-6.9E-12	1.12361
-4.4	-7.44E-11	1.146856	0.1000001	-6.2E-12	1.146856
-4.5	-7.46E-11	1.170158	0.1000001	-6.4E-12	1.170158
-4.6	-7.55E-11	1.19342	0.1000002	-6.3E-12	1.19342
-4.7	-7.35E-11	1.216717	0.1000001	-6.2E-12	1.216717
-4.8	-7.57E-11	1.239926	0.1000001	-6.3E-12	1.239926
-4.9	-7.66E-11	1.263146	0.1000004	-6.3E-12	1.263146
-5	-7.49E-11	1.28643	0.1000002	-6.5E-12	1.28643
-5.1	-7.64E-11	1.309661	0.1000002	-6.4E-12	1.309661
-5.2	-7.68E-11	1.33295	0.1000002	-6.4E-12	1.33295
-5.3	-7.68E-11	1.356166	0.1000002	-5.8E-12	1.356166
-5.4	-7.57E-11	1.379451	0.1000002	-6.3E-12	1.379451
-5.5	-7.46E-11	1.40281	0.1000001	-6.7E-12	1.40281
-5.6	-7.59E-11	1.426194	0.1000001	-6.5E-12	1.426194
-5.7	-7.61E-11	1.449484	0.1000001	-6.6E-12	1.449484
-5.8	-7.77E-11	1.472719	0.1	-6.1E-12	1.472719
-5.9	-7.77E-11	1.495989	0.1000003	-6.1E-12	1.495989
-6	-7.87E-11	1.519294	0.1000002	-6.3E-12	1.519294
-6.1	-7.64E-11	1.542594	0.1000002	-6.6E-12	1.542594
-6.2	-5.74E-11	1.598558	0.0999999	-7.6E-12	1.598558
-6.3	-7.52E-11	1.621861	0.1000001	-6.5E-12	1.621861
-6.4	-7.73E-11	1.645107	0.1000002	-6.2E-12	1.645107
