#scan	iMeasureCycle=1	iMux=0	time=0.021	N=401	LocalTime=20/04/2023 06:19:42
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.506E-10	0.023904	0.0999999	2.11736E-05	0.023904
-0.1000006	-2.098E-10	0.048825	0.0999997	2.03435E-05	0.048825
-0.2000007	-2.587E-10	0.073387	0.1000001	1.95184E-05	0.073387
-0.300001	-1.911E-10	0.098137	0.1	1.86975E-05	0.098137
-0.4	-1.086E-10	0.122644	0.0999999	1.78791E-05	0.122644
-0.5	-8.37E-11	0.147255	0.0999999	1.70658E-05	0.147255
-0.6	-7.1E-11	0.17178	0.0999998	1.6256E-05	0.17178
-0.7	-6.4E-11	0.196297	0.1000002	1.54505E-05	0.196297
-0.8	-5.96E-11	0.220818	0.0999999	1.46494E-05	0.220818
-0.9	-5.61E-11	0.245446	0.1	1.38535E-05	0.245446
-1	-5.42E-11	0.269983	0.0999999	1.30639E-05	0.269983
-1.1	-5.33E-11	0.2945	0.0999999	1.22804E-05	0.2945
-1.2	-5.23E-11	0.319049	0.0999997	1.15047E-05	0.319049
-1.3	-5.21E-11	0.343562	0.1	1.07378E-05	0.343562
-1.4	-5.14E-11	0.368106	0.0999999	9.9811E-06	0.368106
-1.5	-5.15E-11	0.392633	0.1	9.2351E-06	0.392633
-1.6	-4.73E-11	0.419822	0.0999998	8.50679E-06	0.419822
-1.7	-5.07E-11	0.444349	0.1	7.78833E-06	0.444349
-1.8	-5.11E-11	0.468893	0.1	7.08725E-06	0.468893
-1.9	-5.09E-11	0.493409	0.1	6.40559E-06	0.493409
-2	-5.09E-11	0.517912	0.0999999	5.74636E-06	0.517912
-2.1	-5.12E-11	0.542438	0.1	5.1113E-06	0.542438
-2.2	-4.42E-11	0.590392	0.1	4.50785E-06	0.590392
-2.3	-5.01E-11	0.614915	0.0999999	3.93025E-06	0.614915
-2.4	-5.09E-11	0.639442	0.0999999	3.38824E-06	0.639442
-2.5	-5.12E-11	0.663951	0.1000001	2.88353E-06	0.663951
-2.6	-5.18E-11	0.688523	0.1	2.41817E-06	0.688523
-2.7	-5.22E-11	0.713033	0.0999999	1.99408E-06	0.713033
-2.8	-5.2E-11	0.73764	0.1000001	1.61333E-06	0.73764
-2.9	-5.24E-11	0.762241	0.0999999	1.27632E-06	0.762241
-3	-5.34E-11	0.786778	0.1	9.8343E-07	0.786778
-3.1	-4.99E-11	0.814068	0.0999996	7.3523E-07	0.814068
-3.2	-5.4E-11	0.838554	0.0999994	5.28203E-07	0.838554
-3.3	-5.43E-11	0.863107	0.0999999	3.6309E-07	0.863107
-3.4	-5.5E-11	0.887606	0.0999998	2.35906E-07	0.887606
-3.5	-5.47E-11	0.912119	0.0999998	1.4363E-07	0.912119
-3.6	-4.94E-11	0.949771	0.0999953	8.16417E-08	0.949771
-3.7	-6.92E-11	0.972982	0.1000099	4.16983E-08	0.972982
-3.8	-7.06E-11	0.996182	0.1000041	1.92583E-08	0.996182
-3.9	-6.9E-11	1.019456	0.1000017	7.9825E-09	1.019456
-4	-6.91E-11	1.042755	0.1000009	2.9711E-09	1.042755
-4.1	-4.98E-11	1.09083	0.0999998	1.0291E-09	1.09083
-4.2	-7.01E-11	1.114066	0.1000005	2.924E-10	1.114066
-4.3	-7E-11	1.137297	0.1000002	6.84E-11	1.137297
-4.4	-6.93E-11	1.160597	0.1000002	9.7E-12	1.160597
-4.5	-6.92E-11	1.183984	0.1000001	-2.7E-12	1.183984
-4.6	-7.2E-11	1.207197	0.1000002	-4E-12	1.207197
-4.7	-7.2E-11	1.230403	0.1000002	-4E-12	1.230403
-4.8	-7.08E-11	1.25378	0.1000001	-4.4E-12	1.25378
-4.9	-7.11E-11	1.277082	0.1	-4.4E-12	1.277082
-5	-7.12E-11	1.300367	0.1000001	-4.3E-12	1.300367
-5.1	-7.13E-11	1.323654	0.1000001	-4.2E-12	1.323654
-5.2	-7.17E-11	1.346949	0.1	-4.1E-12	1.346949
-5.3	-7.37E-11	1.370159	0.1000001	-3.9E-12	1.370159
-5.4	-7.38E-11	1.39337	0.1000001	-4E-12	1.39337
-5.5	-7.43E-11	1.416639	0.1	-4E-12	1.416639
-5.6	-7.47E-11	1.439845	0.1000001	-3.8E-12	1.439845
-5.7	-7.3E-11	1.463141	0.1000001	-3.9E-12	1.463141
-5.8	-7.51E-11	1.486351	0.1000001	-4.1E-12	1.486351
-5.9	-7.55E-11	1.509574	0.1000001	-3.8E-12	1.509574
-6	-7.42E-11	1.532858	0.1000002	-3.8E-12	1.532858
-6.1	-5.42E-11	1.589719	0.1	-5.7E-12	1.589719
-6.2	-7.26E-11	1.613096	0.1	-3.9E-12	1.613096
-6.3	-7.31E-11	1.636399	0.1000002	-3.9E-12	1.636399
-6.4	-7.46E-11	1.659644	0.1000001	-4.1E-12	1.659644
-6.5	-7.56E-11	1.68292	0.1000003	-3.9E-12	1.68292
-6.6	-7.42E-11	1.706213	0.1	-4.2E-12	1.706213
-6.7	-7.41E-11	1.729506	0.1000001	-4.2E-12	1.729506
-6.8	-7.67E-11	1.752804	0.1000001	-3.7E-12	1.752804
-6.9	-7.68E-11	1.776031	0.1	-3.4E-12	1.776031
-7	-7.49E-11	1.799328	0.1000002	-3.6E-12	1.799328
-7.1	-7.77E-11	1.822524	0.1000003	-3.8E-12	1.822524
