#scan	iMeasureCycle=1	iMux=0	time=0.03	N=401	LocalTime=19/04/2023 14:13:37
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
0	-1.607E-10	0.042657	0.0999999	1.08203E-06	0.042657
-0.1000001	-2.167E-10	0.070395	0.0999995	7.46118E-07	0.070395
-0.2000008	-2.52E-10	0.094893	0.0999994	4.77149E-07	0.094893
-0.3	-1.35E-10	0.119602	0.0999995	2.77417E-07	0.119602
-0.4	-9.59E-11	0.144115	0.0999997	1.43153E-07	0.144115
-0.5	-6.54E-11	0.181761	0.0999939	6.50565E-08	0.181761
-0.600001	-8.01E-11	0.204961	0.100006	2.42225E-08	0.204961
-0.700001	-7.71E-11	0.228172	0.1000021	7.6196E-09	0.228172
-0.800001	-7.48E-11	0.251376	0.1000008	2.0109E-09	0.251376
-0.900001	-7.33E-11	0.274604	0.1000005	4.364E-10	0.274604
-1.000001	-7.04E-11	0.297891	0.1000003	7.04E-11	0.297891
-1.100001	-7.19E-11	0.321095	0.1000002	2E-12	0.321095
-1.200001	-7.15E-11	0.344398	0.1000002	-8E-12	0.344398
-1.300001	-6.92E-11	0.36769	0.1000001	-9.4E-12	0.36769
-1.400001	-7.1E-11	0.391291	0.1000002	-8.9E-12	0.391291
-1.500001	-6.92E-11	0.41458	0.1000002	-8.4E-12	0.41458
-1.600001	-6.92E-11	0.437871	0.1000003	-8.7E-12	0.437871
-1.7	-7.07E-11	0.461083	0.1000001	-8.6E-12	0.461083
-1.800001	-7.09E-11	0.484302	0.1000003	-8.1E-12	0.484302
-1.900001	-7.13E-11	0.507501	0.1000003	-7.8E-12	0.507501
-2.000001	-6.96E-11	0.530793	0.1000003	-8.2E-12	0.530793
-2.100001	-7.08E-11	0.554022	0.1000002	-8.1E-12	0.554022
-2.2	-4.9E-11	0.610211	0.1	-9.5E-12	0.610211
-2.3	-6.87E-11	0.633463	0.1000002	-7.8E-12	0.633463
-2.4	-7.03E-11	0.656678	0.1000003	-8E-12	0.656678
-2.5	-6.89E-11	0.679972	0.1000002	-8E-12	0.679972
-2.6	-6.94E-11	0.703322	0.1000003	-8.1E-12	0.703322
-2.7	-7.16E-11	0.726626	0.1000003	-7.7E-12	0.726626
-2.8	-7.04E-11	0.749925	0.1000001	-7.9E-12	0.749925
-2.9	-7.07E-11	0.773312	0.1000002	-8E-12	0.773312
-3	-7.3E-11	0.796532	0.1000003	-7.6E-12	0.796532
-3.1	-7.35E-11	0.819742	0.1000002	-7.9E-12	0.819742
-3.2	-7.2E-11	0.843111	0.1000003	-7.6E-12	0.843111
-3.3	-7.32E-11	0.866334	0.1000003	-7.3E-12	0.866334
-3.4	-7.09E-11	0.889753	0.1000003	-7.8E-12	0.889753
-3.5	-7.29E-11	0.91305	0.1000002	-7.8E-12	0.91305
-3.6	-7.36E-11	0.936333	0.1000001	-7.4E-12	0.936333
-3.7	-7.51E-11	0.959545	0.1000003	-7.5E-12	0.959545
-3.8	-7.51E-11	0.982767	0.1000004	-7.3E-12	0.982767
-3.9	-7.55E-11	1.005996	0.1000003	-7.5E-12	1.005996
-4	-7.42E-11	1.029298	0.1000002	-7.3E-12	1.029298
-4.1	-7.67E-11	1.052504	0.1000004	-7E-12	1.052504
-4.2	-5.55E-11	1.106333	0.1000001	-9E-12	1.106333
-4.3	-7.5E-11	1.129567	0.1000002	-7.4E-12	1.129567
-4.4	-7.53E-11	1.152776	0.1000002	-7.3E-12	1.152776
-4.5	-7.42E-11	1.176075	0.1000003	-7.4E-12	1.176075
-4.6	-7.52E-11	1.199418	0.1	-7.5E-12	1.199418
-4.7	-7.64E-11	1.222632	0.1000004	-7.3E-12	1.222632
-4.8	-7.71E-11	1.245927	0.1000002	-7E-12	1.245927
-4.9	-7.58E-11	1.26922	0.1000002	-7.4E-12	1.26922
-5	-7.6E-11	1.292523	0.1000003	-7.1E-12	1.292523
