#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=20/04/2023 05:55:42
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.51E-10	0.03391	0.0999999	2.06638E-05	0.03391
-0.1000006	-2.099E-10	0.05877	0.0999999	1.98358E-05	0.05877
-0.2000003	-2.59E-10	0.083314	0.0999999	1.90129E-05	0.083314
-0.300001	-1.984E-10	0.108084	0.0999999	1.8194E-05	0.108084
-0.4	-1.106E-10	0.132655	0.1	1.73791E-05	0.132655
-0.5	-8.47E-11	0.157177	0.1	1.6568E-05	0.157177
-0.6	-7.15E-11	0.181725	0.0999998	1.57608E-05	0.181725
-0.7	-6.42E-11	0.206253	0.1	1.49582E-05	0.206253
-0.8	-5.96E-11	0.230763	0.1	1.41606E-05	0.230763
-0.9	-5.65E-11	0.255323	0.0999999	1.3369E-05	0.255323
-1	-5.47E-11	0.279839	0.1000001	1.25827E-05	0.279839
-1.1	-5.3E-11	0.304471	0.1000001	1.1804E-05	0.304471
-1.2	-5.23E-11	0.328984	0.0999998	1.10336E-05	0.328984
-1.3	-5.09E-11	0.353721	0.1	1.02719E-05	0.353721
-1.4	-5.13E-11	0.378265	0.0999999	9.5216E-06	0.378265
-1.5	-4.71E-11	0.405424	0.0999998	8.78723E-06	0.405424
-1.6	-5.07E-11	0.429954	0.0999999	8.0617E-06	0.429954
-1.7	-5.07E-11	0.454486	0.0999999	7.35215E-06	0.454486
-1.8	-5.1E-11	0.478987	0.0999999	6.66159E-06	0.478987
-1.9	-5.08E-11	0.503529	0.0999999	5.99212E-06	0.503529
-2	-5.1E-11	0.528305	0.0999998	5.34618E-06	0.528305
-2.1	-5.12E-11	0.552845	0.0999998	4.72669E-06	0.552845
-2.2	-4.51E-11	0.595667	0.1000001	4.13907E-06	0.595667
-2.3	-5.01E-11	0.620199	0.0999997	3.5805E-06	0.620199
-2.4	-5.07E-11	0.644813	0.0999998	3.0594E-06	0.644813
-2.5	-5.12E-11	0.669328	0.0999999	2.57707E-06	0.669328
-2.6	-5.17E-11	0.693897	0.1	2.13663E-06	0.693897
-2.7	-5.2E-11	0.718424	0.0999998	1.73855E-06	0.718424
-2.8	-5.25E-11	0.742938	0.0999999	1.38464E-06	0.742938
-2.9	-5.3E-11	0.767454	0.1	1.07488E-06	0.767454
-3	-4.93E-11	0.794774	0.0999994	8.1046E-07	0.794774
-3.1	-5.34E-11	0.819282	0.0999996	5.88419E-07	0.819282
-3.2	-5.37E-11	0.843786	0.0999996	4.09247E-07	0.843786
-3.3	-5.43E-11	0.868288	0.0999997	2.7004E-07	0.868288
-3.4	-5.43E-11	0.892827	0.0999997	1.67382E-07	0.892827
-3.5	-5.5E-11	0.917354	0.0999998	9.6074E-08	0.917354
-3.6	-4.95E-11	0.955028	0.0999962	5.12274E-08	0.955028
-3.7	-6.79E-11	0.978313	0.1000046	2.42107E-08	0.978313
-3.8	-6.85E-11	1.001603	0.1000026	1.02783E-08	1.001603
-3.9	-7.07E-11	1.024886	0.1000012	3.8639E-09	1.024886
-4	-7.12E-11	1.048109	0.1000006	1.2879E-09	1.048109
-4.1	-5.02E-11	1.100214	0.0999999	3.938E-10	1.100214
-4.2	-6.79E-11	1.123519	0.1000001	9.33E-11	1.123519
-4.3	-6.89E-11	1.14688	0.1	1.52E-11	1.14688
-4.4	-7.07E-11	1.1701	0.1000001	-8E-13	1.1701
-4.5	-7.11E-11	1.193368	0.1000002	-3.7E-12	1.193368
-4.6	-7.01E-11	1.216755	0.1000002	-4.7E-12	1.216755
-4.7	-7.04E-11	1.240045	0.1	-4.4E-12	1.240045
-4.8	-7.28E-11	1.26325	0.1000002	-4.3E-12	1.26325
-4.9	-7.28E-11	1.286465	0.1000002	-3.8E-12	1.286465
-5	-7.16E-11	1.309758	0.1000001	-4.6E-12	1.309758
-5.1	-7.16E-11	1.333057	0.1000002	-4.4E-12	1.333057
-5.2	-7.37E-11	1.356273	0.1	-4E-12	1.356273
-5.3	-7.46E-11	1.379497	0.0999999	-4.4E-12	1.379497
-5.4	-7.46E-11	1.402708	0.1000002	-3.9E-12	1.402708
-5.5	-7.3E-11	1.425997	0.1	-3.9E-12	1.425997
-5.6	-7.48E-11	1.449218	0.1000004	-4E-12	1.449218
-5.7	-7.52E-11	1.472433	0.1000002	-3.8E-12	1.472433
-5.8	-7.36E-11	1.495723	0.1000002	-3.9E-12	1.495723
-5.9	-7.42E-11	1.519023	0.1000002	-3.9E-12	1.519023
-6	-7.56E-11	1.542267	0.1000002	-3.5E-12	1.542267
-6.1	-5.41E-11	1.599094	0.0999998	-5.4E-12	1.599094
-6.2	-7.41E-11	1.62233	0.1000001	-4.1E-12	1.62233
-6.3	-7.47E-11	1.645624	0.1000002	-4E-12	1.645624
-6.4	-7.36E-11	1.668913	0.1000002	-3.9E-12	1.668913
-6.5	-7.48E-11	1.692247	0.1000001	-4.1E-12	1.692247
-6.6	-7.59E-11	1.715496	0.1000002	-4E-12	1.715496
-6.7	-7.64E-11	1.73872	0.0999999	-3.7E-12	1.73872
-6.8	-7.51E-11	1.762009	0.1000002	-4.3E-12	1.762009
-6.9	-7.55E-11	1.785285	0.1000002	-3.8E-12	1.785285
-7	-7.54E-11	1.808576	0.1000002	-3.9E-12	1.808576
-7.1	-7.74E-11	1.831802	0.1	-4E-12	1.831802
-7.2	-7.6E-11	1.85509	0.1	-3.5E-12	1.85509
-7.3	-7.6E-11	1.87838	0.1000001	-3.9E-12	1.87838
-7.4	-7.65E-11	1.901663	0.1000001	-3.8E-12	1.901663
-7.5	-7.65E-11	1.924965	0.1000002	-4.3E-12	1.924965
-7.6	-7.68E-11	1.948246	0.1000002	-3.8E-12	1.948246
-7.7	-7.85E-11	1.971458	0.1000002	-3.4E-12	1.971458
-7.8	-7.91E-11	1.994676	0.1000001	-3.9E-12	1.994676
-7.9	-7.93E-11	2.017889	0.1000002	-3.6E-12	2.017889
-8	-7.76E-11	2.04122	0.1000001	-3.5E-12	2.04122
-8.1	-5.83E-11	2.100332	0.0999999	-5.4E-12	2.100332
-8.2	-7.46E-11	2.12372	0.1000002	-4E-12	2.12372
-8.3	-7.81E-11	2.147018	0.1	-3.9E-12	2.147018
-8.4	-7.88E-11	2.170229	0.1000003	-3.4E-12	2.170229
-8.5	-7.68E-11	2.193617	0.1	-3.5E-12	2.193617
-8.6	-7.86E-11	2.216854	0.1000001	-3.3E-12	2.216854
-8.7	-7.98E-11	2.240067	0.1000003	-3.8E-12	2.240067
-8.8	-7.86E-11	2.263366	0.1000003	-3.8E-12	2.263366
-8.9	-7.81E-11	2.286646	0.1000002	-4E-12	2.286646
-9	-7.79E-11	2.309929	0.0999999	-3.9E-12	2.309929
-9.1	-8.07E-11	2.333165	0.1000001	-3.3E-12	2.333165
-9.2	-7.87E-11	2.356457	0.1000001	-3.6E-12	2.356457
-9.3	-7.87E-11	2.379805	0.1	-3.9E-12	2.379805
-9.4	-8.09E-11	2.403006	0.1000001	-3.3E-12	2.403006
-9.5	-8.1E-11	2.426236	0.1000002	-3.8E-12	2.426236
-9.6	-7.93E-11	2.449514	0.1000002	-4.2E-12	2.449514
-9.7	-7.92E-11	2.472819	0.1000003	-3.5E-12	2.472819
-9.8	-8.14E-11	2.496027	0.1000004	-3.6E-12	2.496027
-9.9	-8.2E-11	2.51925	0.1000002	-3.6E-12	2.51925
-10	-8.04E-11	2.542564	0.1000002	-3.8E-12	2.542564
-9.90001	-5.58E-11	2.597596	0.1000001	-4.7E-12	2.597596
-9.80001	-3.68E-11	2.62091	0.0999997	-7.1E-12	2.62091
-9.70001	-3.3E-11	2.644212	0.0999999	-7.3E-12	2.644212
-9.60001	-3.17E-11	2.667425	0.0999996	-7.5E-12	2.667425
-9.50001	-3.13E-11	2.690777	0.0999997	-7.3E-12	2.690777
-9.40001	-3.16E-11	2.714161	0.0999998	-6.9E-12	2.714161
-9.30001	-2.77E-11	2.737381	0.0999997	-7.3E-12	2.737381
-9.20001	-2.85E-11	2.760677	0.0999996	-7.2E-12	2.760677
-9.10001	-2.55E-11	2.783893	0.0999998	-7.1E-12	2.783893
-9.00001	-2.69E-11	2.807186	0.0999997	-7.2E-12	2.807186
-8.90001	-2.44E-11	2.830399	0.0999998	-7E-12	2.830399
-8.80001	-2.37E-11	2.853612	0.0999997	-7.4E-12	2.853612
-8.70001	-2.47E-11	2.876904	0.0999996	-6.9E-12	2.876904
-8.60001	-2.44E-11	2.90018	0.0999996	-7.5E-12	2.90018
-8.50001	-2.23E-11	2.923403	0.0999998	-7.5E-12	2.923403
-8.40001	-2.09E-11	2.946617	0.0999996	-7.6E-12	2.946617
-8.30001	-2.26E-11	2.969903	0.0999998	-7.3E-12	2.969903
-8.20001	-2.16E-11	2.993205	0.0999998	-7.4E-12	2.993205
-8.10001	-1.94E-11	3.016407	0.0999997	-7.7E-12	3.016407
-8.00001	-1.95E-11	3.039663	0.0999997	-7.7E-12	3.039663
-7.90001	-2.08E-11	3.062967	0.0999996	-7.6E-12	3.062967
-7.80001	-3.85E-11	3.103486	0.0999999	-6.1E-12	3.103486
-7.70001	-1.93E-11	3.12672	0.0999997	-7.8E-12	3.12672
-7.60001	-1.84E-11	3.15001	0.0999997	-7.7E-12	3.15001
-7.50001	-1.98E-11	3.173309	0.0999997	-7.3E-12	3.173309
-7.40001	-1.76E-11	3.196599	0.0999997	-7.8E-12	3.196599
-7.30001	-1.68E-11	3.21982	0.0999997	-7.8E-12	3.21982
-7.2	-1.78E-11	3.243118	0.0999995	-7.8E-12	3.243118
-7.10001	-1.74E-11	3.266386	0.0999997	-7.6E-12	3.266386
-7.00001	-1.6E-11	3.289606	0.0999997	-8E-12	3.289606
-6.90001	-1.5E-11	3.31282	0.0999996	-7.9E-12	3.31282
-6.80001	-1.48E-11	3.336036	0.0999996	-8.2E-12	3.336036
-6.70001	-1.62E-11	3.359334	0.0999997	-7.9E-12	3.359334
-6.60001	-1.46E-11	3.382626	0.0999997	-7.8E-12	3.382626
-6.50001	-1.34E-11	3.405842	0.0999998	-7.9E-12	3.405842
-6.40001	-1.5E-11	3.429147	0.0999998	-8E-12	3.429147
-6.30001	-1.42E-11	3.452428	0.0999999	-7.9E-12	3.452428
-6.20001	-1.31E-11	3.475644	0.0999997	-7.7E-12	3.475644
-6.10001	-1.23E-11	3.498864	0.0999996	-8.1E-12	3.498864
-6.00001	-1.4E-11	3.522155	0.0999996	-7.9E-12	3.522155
-5.90001	-1.32E-11	3.545466	0.0999996	-8.1E-12	3.545466
-5.80001	-3.19E-11	3.600727	0.0999998	-6.3E-12	3.600727
-5.70001	-1.21E-11	3.623956	0.0999997	-8.6E-12	3.623956
-5.60001	-1.14E-11	3.647244	0.0999995	-8.6E-12	3.647244
-5.50001	-1.22E-11	3.670527	0.0999996	-8.3E-12	3.670527
-5.40001	-1.24E-11	3.693884	0.0999996	-8.3E-12	3.693884
-5.30001	-9.8E-12	3.717154	0.0999998	-8.2E-12	3.717154
-5.20001	-1.16E-11	3.740462	0.0999998	-7.7E-12	3.740462
-5.1	-9.1E-12	3.763678	0.0999997	-8.4E-12	3.763678
-5.00001	-8.5E-12	3.78689	0.0999998	-8.4E-12	3.78689
-4.90001	-7.6E-12	3.810097	0.0999995	-8.7E-12	3.810097
-4.80001	-7.9E-12	3.8333	0.0999996	-8.9E-12	3.8333
-4.7	-8.9E-12	3.856588	0.0999998	-8.4E-12	3.856588
-4.60001	-8.4E-12	3.879865	0.0999998	-8.3E-12	3.879865
-4.50001	-6.3E-12	3.90307	0.0999999	-7.3E-12	3.90307
-4.40001	-7.6E-12	3.926374	0.0999998	1E-13	3.926374
-4.3	-6.9E-12	3.949669	0.0999997	3.63E-11	3.949669
-4.20001	-7E-12	3.97295	0.0999999	1.815E-10	3.97295
-4.10001	-6.5E-12	3.996223	0.0999998	6.799E-10	3.996223
-4.00001	-4.3E-12	4.019423	0.1000001	2.1478E-09	4.019423
-3.90001	-5.1E-12	4.042756	0.1000006	5.9715E-09	4.042756
-3.80001	-3.4E-12	4.065982	0.1000009	1.47538E-08	4.065982
-3.70001	-2.29E-11	4.106484	0.1000034	3.19809E-08	4.106484
-3.60001	-2.7E-12	4.1297	0.099997	6.47552E-08	4.1297
-3.50001	-2.24E-11	4.169297	0.1	1.16169E-07	4.169297
-3.40001	-1.74E-11	4.19432	0.1000002	1.97186E-07	4.19432
-3.30001	-1.66E-11	4.218829	0.1000003	3.10055E-07	4.218829
-3.20001	-1.58E-11	4.243344	0.1000006	4.59716E-07	4.243344
-3.10001	-1.52E-11	4.267877	0.1000005	6.49079E-07	4.267877
-3.00001	-1.44E-11	4.292393	0.1000008	8.80634E-07	4.292393
-2.90001	-1.87E-11	4.32702	0.1	1.15135E-06	4.32702
-2.80001	-1.38E-11	4.351683	0.1	1.47194E-06	4.351683
-2.70001	-1.23E-11	4.376248	0.1000002	1.83529E-06	4.376248
-2.60001	-1.19E-11	4.400757	0.1000002	2.24172E-06	4.400757
-2.50001	-1.1E-11	4.425262	0.1000001	2.68992E-06	4.425262
-2.40001	-1.04E-11	4.449812	0.1000002	3.17782E-06	4.449812
-2.30001	-9.9E-12	4.474317	0.1	3.70372E-06	4.474317
-2.20001	-8.8E-12	4.49884	0.1000001	4.26381E-06	4.49884
-2.1	-1.17E-11	4.525322	0.1000001	4.85817E-06	4.525322
-2.000001	-8E-12	4.549927	0.1000001	5.48089E-06	4.549927
-1.900001	-1.36E-11	4.611984	0.0999999	6.11828E-06	4.611984
-1.800001	-7.3E-12	4.63644	0.1	6.79277E-06	4.63644
-1.7	-6.5E-12	4.66103	0.1000003	7.48498E-06	4.66103
-1.6	-5.4E-12	4.685547	0.1000002	8.195E-06	4.685547
-1.5	-3.8E-12	4.710109	0.1	8.91998E-06	4.710109
-1.400001	-3.1E-12	4.734655	0.1	9.65801E-06	4.734655
-1.3	-1.5E-12	4.759176	0.0999997	1.040813E-05	4.759176
-1.200001	-6E-12	4.793737	0.1	1.11612E-05	4.793737
-1.100001	-3E-13	4.818257	0.0999999	1.19311E-05	4.818257
-1	1.6E-12	4.842847	0.1000003	1.27088E-05	4.842847
-0.9	2.7E-12	4.867358	0.1	1.34928E-05	4.867358
-0.8	3.6E-12	4.891917	0.1	1.42827E-05	4.891917
-0.700001	5.4E-12	4.91645	0.1000001	1.50782E-05	4.91645
-0.6	6.7E-12	4.940997	0.1000002	1.58779E-05	4.940997
-0.500001	8.4E-12	4.965504	0.1	1.66828E-05	4.965504
-0.4	9.7E-12	4.990245	0.1000003	1.74914E-05	4.990245
-0.300001	1.14E-11	5.014757	0.1	1.83035E-05	5.014757
-0.1999999	9.6E-12	5.041345	0.1	1.91192E-05	5.041345
-0.0999996	1.42E-11	5.065859	0.1000001	1.99386E-05	5.065859
0	1.07E-11	5.109524	0.0999999	2.07578E-05	5.109524
