#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=19/04/2023 12:37:36
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-2E-07	-1.635E-10	0.033944	0.0999697	5.85886E-08	0.033944
-0.1000011	-2.36E-10	0.057525	0.1000047	2.00059E-08	0.057525
-0.2000011	-2.834E-10	0.080881	0.1000013	5.65E-09	0.080881
-0.300001	-2.521E-10	0.104271	0.1000005	1.3473E-09	0.104271
-0.400001	-1.394E-10	0.127469	0.1000003	2.629E-10	0.127469
-0.500001	-1.079E-10	0.150702	0.1000001	3.31E-11	0.150702
-0.600001	-9.12E-11	0.174043	0.1000002	-5.8E-12	0.174043
-0.700001	-8.42E-11	0.197241	0.1000002	-8.3E-12	0.197241
-0.800001	-7.75E-11	0.220531	0.1000001	-7.8E-12	0.220531
-0.900001	-7.58E-11	0.243744	0.1000001	-7E-12	0.243744
-1.000001	-7.15E-11	0.267036	0.1000002	-5.8E-12	0.267036
-1.100001	-6.89E-11	0.290359	0.1000001	-5.5E-12	0.290359
-1.200001	-7.08E-11	0.313556	0.1000002	-4.9E-12	0.313556
-1.300001	-6.98E-11	0.336795	0.1000001	-4.5E-12	0.336795
-1.400001	-6.7E-11	0.36029	0.1000002	-4.6E-12	0.36029
-1.500001	-6.89E-11	0.383495	0.1000001	-4E-12	0.383495
-1.600001	-6.87E-11	0.406703	0.1000003	-3.8E-12	0.406703
-1.700001	-6.73E-11	0.429992	0.1000004	-3.7E-12	0.429992
-1.800001	-6.89E-11	0.453281	0.1000002	-3.9E-12	0.453281
-1.900001	-6.89E-11	0.4765	0.1000002	-3.5E-12	0.4765
-2.000001	-6.93E-11	0.499701	0.1	-3.3E-12	0.499701
-2.100001	-6.76E-11	0.523042	0.1000001	-3.5E-12	0.523042
-2.2	-6.86E-11	0.546484	0.1000001	-3.5E-12	0.546484
-2.3	-4.77E-11	0.598565	0.0999999	-4.6E-12	0.598565
-2.4	-6.72E-11	0.621796	0.1000003	-3.6E-12	0.621796
-2.5	-6.79E-11	0.645018	0.1000002	-3.2E-12	0.645018
-2.6	-6.67E-11	0.668389	0.1	-3E-12	0.668389
-2.7	-6.88E-11	0.691663	0.0999999	-2.9E-12	0.691663
-2.8	-6.94E-11	0.714888	0.1000002	-2.8E-12	0.714888
-2.9	-6.95E-11	0.738099	0.1000001	-2.6E-12	0.738099
-3	-6.84E-11	0.761397	0.1	-2.7E-12	0.761397
-3.1	-7.03E-11	0.784607	0.1000003	-2.3E-12	0.784607
-3.2	-7.14E-11	0.807816	0.1000002	-2.8E-12	0.807816
-3.3	-7.14E-11	0.831054	0.1000001	-2.5E-12	0.831054
-3.4	-6.98E-11	0.854383	0.1000002	-2.4E-12	0.854383
-3.5	-7.02E-11	0.877682	0.1000001	-2.7E-12	0.877682
-3.6	-7.27E-11	0.900883	0.1	-2.7E-12	0.900883
-3.7	-7.28E-11	0.924097	0.0999999	-2.3E-12	0.924097
-3.8	-7.15E-11	0.947371	0.1000001	-2.7E-12	0.947371
-3.9	-7.14E-11	0.970666	0.1	-2.3E-12	0.970666
-4	-7.14E-11	0.993954	0.1000003	-2.6E-12	0.993954
-4.1	-7.2E-11	1.017242	0.1000001	-2.7E-12	1.017242
-4.2	-7.23E-11	1.040519	0.1000001	-2.5E-12	1.040519
-4.3	-5.36E-11	1.092958	0.0999999	-4.2E-12	1.092958
-4.4	-7.27E-11	1.116183	0.1000001	-2.5E-12	1.116183
-4.5	-7.19E-11	1.139476	0.1000002	-2.6E-12	1.139476
-4.6	-7.31E-11	1.162708	0.1000001	-2.7E-12	1.162708
-4.7	-7.42E-11	1.185991	0.0999999	-2.5E-12	1.185991
-4.8	-7.42E-11	1.209208	0.1	-2.4E-12	1.209208
-4.9	-7.35E-11	1.232498	0.1000001	-2.4E-12	1.232498
-5	-7.36E-11	1.255808	0.1000002	-2.5E-12	1.255808
-5.1	-7.5E-11	1.279035	0.1000001	-2.6E-12	1.279035
-5.2	-7.61E-11	1.30224	0.1000003	-2.3E-12	1.30224
-5.3	-7.46E-11	1.325532	0.1000001	-3E-12	1.325532
-5.4	-7.51E-11	1.348934	0.1000002	-2.6E-12	1.348934
-5.5	-7.71E-11	1.372144	0.1000002	-2E-12	1.372144
-5.6	-7.69E-11	1.395368	0.1	-2.3E-12	1.395368
-5.7	-7.71E-11	1.41859	0.1000003	-1.7E-12	1.41859
-5.8	-7.55E-11	1.441873	0.1000002	-2.2E-12	1.441873
-5.9	-7.82E-11	1.465092	0.1000001	-2.2E-12	1.465092
-6	-7.78E-11	1.488308	0.1000002	-1.9E-12	1.488308
-6.1	-7.66E-11	1.511648	0.1	-2.3E-12	1.511648
-6.2	-7.63E-11	1.534947	0.1000002	-2.5E-12	1.534947
-6.3	-7.67E-11	1.558246	0.1	-2.3E-12	1.558246
-6.4	-5.86E-11	1.598873	0.1	-4E-12	1.598873
-6.5	-7.59E-11	1.622204	0.1000002	-2.5E-12	1.622204
-6.6	-7.85E-11	1.645412	0.1000001	-2.3E-12	1.645412
-6.7	-7.87E-11	1.6687	0.1000001	-2.3E-12	1.6687
-6.8	-7.68E-11	1.692079	0.1000001	-2.3E-12	1.692079
-6.9	-7.9E-11	1.715287	0.1000001	-2.3E-12	1.715287
-7	-7.91E-11	1.738498	0.1000001	-1.7E-12	1.738498
-7.1	-7.96E-11	1.761727	0.1000001	-2.3E-12	1.761727
-7.2	-7.87E-11	1.785022	0.1000002	-2.7E-12	1.785022
-7.3	-8.01E-11	1.808231	0.0999999	-2.1E-12	1.808231
-7.4	-8E-11	1.831468	0.1000002	-2.2E-12	1.831468
-7.5	-8.01E-11	1.854728	0.1000002	-2.2E-12	1.854728
-7.6	-7.88E-11	1.878019	0.1000002	-2.5E-12	1.878019
-7.7	-7.91E-11	1.901302	0.1000001	-2E-12	1.901302
-7.8	-8.08E-11	1.924514	0.1000001	-1.9E-12	1.924514
-7.9	-8.12E-11	1.947714	0.1000001	-1.5E-12	1.947714
-8	-7.97E-11	1.97101	0.1000002	-2E-12	1.97101
-8.1	-7.89E-11	1.994303	0.1000003	-1.9E-12	1.994303
-8.2	-8.1E-11	2.017512	0.1	-2.1E-12	2.017512
-8.3	-8.18E-11	2.040724	0.1000001	-1.8E-12	2.040724
-8.4	-6.1E-11	2.100465	0.1	-3.6E-12	2.100465
-8.5	-8.07E-11	2.123712	0.1000002	-1.6E-12	2.123712
-8.6	-8.07E-11	2.146933	0.1000003	-1.9E-12	2.146933
-8.7	-7.96E-11	2.170313	0.1000001	-1.8E-12	2.170313
-8.8	-8.17E-11	2.193589	0.1000002	-1.5E-12	2.193589
-8.9	-8.21E-11	2.216809	0.1000001	-1.5E-12	2.216809
-9	-8.24E-11	2.240022	0.1	-1.4E-12	2.240022
-9.1	-8.06E-11	2.263323	0.1	-2E-12	2.263323
-9.2	-8.05E-11	2.286619	0.1000001	-1.8E-12	2.286619
-9.3	-8.3E-11	2.309822	0.1	-1.5E-12	2.309822
-9.4	-8.28E-11	2.333051	0.1	-1.4E-12	2.333051
-9.5	-8.14E-11	2.356337	0.1000002	-1.7E-12	2.356337
-9.6	-8.39E-11	2.379568	0.1000001	-1.1E-12	2.379568
-9.7	-8.36E-11	2.402789	0.0999999	-1.8E-12	2.402789
-9.8	-8.37E-11	2.426007	0.1000001	-1.9E-12	2.426007
-9.9	-8.21E-11	2.449303	0.1000001	-1.9E-12	2.449303
-10	-8.16E-11	2.472645	0.1000002	-1.6E-12	2.472645
-9.90001	-4.11E-11	2.49586	0.0999996	-4.9E-12	2.49586
-9.80001	-3.83E-11	2.51913	0.0999998	-5.1E-12	2.51913
-9.70001	-3.78E-11	2.542422	0.0999998	-5E-12	2.542422
-9.60001	-5.35E-11	2.601815	0.1000001	-3.1E-12	2.601815
-9.50001	-3.31E-11	2.625055	0.1	-4.9E-12	2.625055
-9.40001	-3.11E-11	2.648268	0.0999997	-5.3E-12	2.648268
-9.30001	-3.19E-11	2.67165	0.0999997	-5E-12	2.67165
-9.20001	-2.96E-11	2.694918	0.0999995	-5.5E-12	2.694918
-9.10001	-2.87E-11	2.718133	0.0999996	-5.2E-12	2.718133
-9.00001	-2.78E-11	2.741345	0.0999997	-5.4E-12	2.741345
-8.90001	-2.86E-11	2.764643	0.0999997	-4.7E-12	2.764643
-8.80001	-2.79E-11	2.787938	0.0999997	-5E-12	2.787938
-8.70001	-2.5E-11	2.811139	0.0999996	-5.2E-12	2.811139
-8.60001	-2.48E-11	2.83437	0.0999997	-5E-12	2.83437
-8.50001	-2.55E-11	2.857708	0.0999997	-5E-12	2.857708
-8.40001	-2.31E-11	2.880941	0.0999996	-5.2E-12	2.880941
-8.30001	-2.28E-11	2.90416	0.0999998	-5.5E-12	2.90416
-8.20001	-2.28E-11	2.927371	0.0999997	-5.6E-12	2.927371
-8.10001	-2.38E-11	2.950656	0.0999997	-5.3E-12	2.950656
-8	-2.4E-11	2.973949	0.0999999	-5.5E-12	2.973949
-7.90001	-2.07E-11	2.99716	0.0999997	-6.1E-12	2.99716
-7.80001	-2.04E-11	3.02038	0.0999998	-5.5E-12	3.02038
-7.70001	-2.08E-11	3.043601	0.0999998	-5.5E-12	3.043601
-7.60001	-4.01E-11	3.098941	0.0999999	-3.8E-12	3.098941
-7.50001	-2.15E-11	3.122184	0.0999996	-5.2E-12	3.122184
-7.40001	-2.02E-11	3.145405	0.0999999	-5.6E-12	3.145405
-7.30001	-2.03E-11	3.168656	0.0999998	-5.6E-12	3.168656
-7.2	-2.11E-11	3.192001	0.0999997	-5.8E-12	3.192001
-7.10001	-1.88E-11	3.215298	0.0999998	-5.8E-12	3.215298
-7.00001	-1.83E-11	3.23851	0.0999996	-6E-12	3.23851
-6.90001	-1.75E-11	3.261718	0.0999998	-5.3E-12	3.261718
-6.80001	-1.89E-11	3.285021	0.0999998	-5.2E-12	3.285021
-6.70001	-1.66E-11	3.308225	0.0999999	-5.4E-12	3.308225
-6.60001	-1.64E-11	3.33144	0.0999998	-5.8E-12	3.33144
-6.50001	-1.81E-11	3.35475	0.0999998	-5.5E-12	3.35475
-6.40001	-1.72E-11	3.378041	0.0999999	-5.9E-12	3.378041
-6.30001	-1.5E-11	3.401253	0.0999997	-6E-12	3.401253
-6.20001	-1.47E-11	3.424466	0.0999995	-5.8E-12	3.424466
-6.10001	-1.45E-11	3.447675	0.0999996	-5.8E-12	3.447675
-6.00001	-1.56E-11	3.47105	0.0999998	-5.6E-12	3.47105
-5.90001	-1.36E-11	3.494269	0.0999998	-6E-12	3.494269
-5.80001	-1.29E-11	3.517537	0.0999999	-6E-12	3.517537
-5.70001	-1.42E-11	3.540824	0.0999998	-5.8E-12	3.540824
-5.60001	-1.43E-11	3.564107	0.0999998	-6.1E-12	3.564107
-5.50001	-3.15E-11	3.600344	0.0999998	-4.8E-12	3.600344
-5.40001	-1.24E-11	3.623585	0.0999997	-6.8E-12	3.623585
-5.30001	-1.15E-11	3.646801	0.0999997	-6.7E-12	3.646801
-5.20001	-1.17E-11	3.670052	0.0999999	-6.5E-12	3.670052
-5.1	-1.25E-11	3.693393	0.0999996	-6.2E-12	3.693393
-5.00001	-1.08E-11	3.716594	0.0999997	-6.2E-12	3.716594
