#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=20/04/2023 03:49:41
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-2E-07	-1.53E-10	0.033887	0.1	1.79504E-05	0.033887
-0.1000004	-2.112E-10	0.058821	0.1000001	1.71368E-05	0.058821
-0.2000006	-2.598E-10	0.083391	0.1	1.63286E-05	0.083391
-0.300001	-1.997E-10	0.1081	0.0999997	1.55245E-05	0.1081
-0.4	-1.117E-10	0.1327	0.0999999	1.47253E-05	0.1327
-0.5	-8.56E-11	0.157211	0.0999999	1.39307E-05	0.157211
-0.6	-7.27E-11	0.181721	0.0999998	1.31414E-05	0.181721
-0.7	-6.54E-11	0.206268	0.0999999	1.23579E-05	0.206268
-0.8	-6.04E-11	0.230776	0.0999999	1.15816E-05	0.230776
-0.9	-5.79E-11	0.255338	0.1	1.0813E-05	0.255338
-1	-5.56E-11	0.279874	0.1	1.00526E-05	0.279874
-1.1	-5.44E-11	0.304398	0.1	9.3032E-06	0.304398
-1.2	-4.93E-11	0.331504	0.0999999	8.56938E-06	0.331504
-1.3	-5.23E-11	0.356046	0.0999999	7.84458E-06	0.356046
-1.4	-5.21E-11	0.380669	0.0999999	7.13479E-06	0.380669
-1.5	-5.14E-11	0.405167	0.0999999	6.44332E-06	0.405167
-1.6	-5.17E-11	0.429723	0.0999999	5.77233E-06	0.429723
-1.7	-5.18E-11	0.454245	0.1	5.12581E-06	0.454245
-1.8	-5.2E-11	0.478846	0.0999999	4.50552E-06	0.478846
-1.9	-5.2E-11	0.50335	0.0999999	3.91636E-06	0.50335
-2	-5.2E-11	0.527874	0.0999998	3.36092E-06	0.527874
-2.1	-5.19E-11	0.552488	0.0999999	2.84336E-06	0.552488
-2.2	-4.63E-11	0.596072	0.0999998	2.36775E-06	0.596072
-2.3	-5.11E-11	0.620684	0.0999998	1.93182E-06	0.620684
-2.4	-5.18E-11	0.645229	0.0999999	1.54346E-06	0.645229
-2.5	-5.23E-11	0.669773	0.0999999	1.20178E-06	0.669773
-2.6	-5.26E-11	0.694342	0.0999999	9.0781E-07	0.694342
-2.7	-4.93E-11	0.721757	0.0999996	6.62841E-07	0.721757
-2.8	-5.36E-11	0.74625	0.0999996	4.62658E-07	0.74625
-2.9	-5.34E-11	0.770765	0.0999998	3.06596E-07	0.770765
-3	-5.41E-11	0.795274	0.0999999	1.90888E-07	0.795274
-3.1	-5.44E-11	0.819785	0.0999999	1.10171E-07	0.819785
-3.2	-4.88E-11	0.857452	0.0999961	5.89663E-08	0.857452
-3.3	-6.68E-11	0.880739	0.1000051	2.79162E-08	0.880739
-3.4	-6.95E-11	0.903959	0.1000032	1.18429E-08	0.903959
-3.5	-7.04E-11	0.927165	0.1000016	4.443E-09	0.927165
-3.6	-6.91E-11	0.95046	0.1000007	1.4672E-09	0.95046
-3.7	-6.91E-11	0.973839	0.1000004	4.223E-10	0.973839
-3.8	-7.13E-11	0.99704	0.1000004	1.037E-10	0.99704
-3.9	-7.22E-11	1.020245	0.1000004	1.7E-11	1.020245
-4	-7.17E-11	1.043473	0.1000002	-1.4E-12	1.043473
-4.1	-5.01E-11	1.100593	0.1	-5.8E-12	1.100593
-4.2	-6.86E-11	1.12397	0.1000002	-4.9E-12	1.12397
-4.3	-7.07E-11	1.147191	0.1000002	-4.8E-12	1.147191
-4.4	-7.2E-11	1.170403	0.1000002	-4.5E-12	1.170403
-4.5	-7.19E-11	1.193686	0.1000004	-4.8E-12	1.193686
-4.6	-7.07E-11	1.216978	0.1000003	-4.7E-12	1.216978
-4.7	-7.32E-11	1.240179	0.1000003	-4.7E-12	1.240179
-4.8	-7.38E-11	1.2634	0.1000002	-4E-12	1.2634
-4.9	-7.38E-11	1.286613	0.1000002	-4.5E-12	1.286613
-5	-7.27E-11	1.3099	0.1000002	-4.8E-12	1.3099
-5.1	-7.26E-11	1.333186	0.1000002	-4.2E-12	1.333186
-5.2	-7.49E-11	1.356403	0.1000002	-4.1E-12	1.356403
-5.3	-7.31E-11	1.37979	0.1000003	-4.4E-12	1.37979
-5.4	-7.38E-11	1.403071	0.1000003	-4.4E-12	1.403071
-5.5	-7.47E-11	1.426296	0.1000005	-4.3E-12	1.426296
-5.6	-7.5E-11	1.449531	0.1000003	-4.4E-12	1.449531
-5.7	-7.39E-11	1.472828	0.1000004	-4.4E-12	1.472828
-5.8	-7.4E-11	1.496111	0.1000002	-4.9E-12	1.496111
-5.9	-7.63E-11	1.519339	0.1000002	-4.2E-12	1.519339
-6	-7.65E-11	1.542561	0.1000003	-4.2E-12	1.542561
-6.1	-5.5E-11	1.599154	0.0999998	-6.1E-12	1.599154
-6.2	-7.51E-11	1.622472	0.1000001	-4.3E-12	1.622472
-6.3	-7.59E-11	1.645691	0.1000002	-4E-12	1.645691
-6.4	-7.57E-11	1.668928	0.1000002	-4.1E-12	1.668928
-6.5	-7.49E-11	1.69226	0.1000002	-4.3E-12	1.69226
-6.6	-7.61E-11	1.715589	0.1000003	-4.6E-12	1.715589
-6.7	-7.69E-11	1.738808	0.1000001	-4.2E-12	1.738808
-6.8	-7.75E-11	1.762028	0.1000002	-4E-12	1.762028
-6.9	-7.6E-11	1.785326	0.1000002	-4E-12	1.785326
-7	-7.84E-11	1.808539	0.1000002	-4.3E-12	1.808539
-7.1	-7.64E-11	1.831834	0.1000003	-4.7E-12	1.831834
-7.2	-7.79E-11	1.855057	0.1000004	-3.7E-12	1.855057
-7.3	-7.7E-11	1.878356	0.1000004	-4.4E-12	1.878356
-7.4	-7.9E-11	1.901576	0.1	-4E-12	1.901576
-7.5	-7.97E-11	1.924798	0.1000003	-4.3E-12	1.924798
-7.6	-7.83E-11	1.948076	0.1000002	-4.3E-12	1.948076
-7.7	-7.82E-11	1.97136	0.1000001	-4.9E-12	1.97136
-7.8	-8E-11	1.994573	0.1	-4.3E-12	1.994573
-7.9	-7.95E-11	2.017792	0.1000003	-4.7E-12	2.017792
-8	-7.81E-11	2.041091	0.1000004	-4.6E-12	2.041091
-8.1	-5.88E-11	2.100895	0.0999999	-6E-12	2.100895
-8.2	-7.88E-11	2.124203	0.1000004	-4.3E-12	2.124203
-8.3	-7.76E-11	2.147497	0.1000003	-4.3E-12	2.147497
-8.4	-7.8E-11	2.170792	0.1000004	-3.7E-12	2.170792
-8.5	-7.98E-11	2.194063	0.1000003	-3.7E-12	2.194063
-8.6	-7.92E-11	2.217306	0.1000003	-3.6E-12	2.217306
-8.7	-7.86E-11	2.2406	0.1000003	-3.7E-12	2.2406
-8.8	-7.87E-11	2.263886	0.1000003	-3.7E-12	2.263886
-8.9	-8.07E-11	2.287193	0.1000004	-3.8E-12	2.287193
-9	-7.92E-11	2.310482	0.1000004	-3.9E-12	2.310482
-9.1	-7.99E-11	2.333763	0.1000001	-4.1E-12	2.333763
-9.2	-8.14E-11	2.356975	0.1000003	-3.6E-12	2.356975
-9.3	-8.09E-11	2.38023	0.1000003	-4.1E-12	2.38023
-9.4	-8.15E-11	2.403472	0.1000002	-4E-12	2.403472
-9.5	-7.98E-11	2.426768	0.1000003	-4.3E-12	2.426768
-9.6	-8.2E-11	2.449995	0.1000003	-3.9E-12	2.449995
-9.7	-8.11E-11	2.473339	0.1	-3.9E-12	2.473339
-9.8	-8.02E-11	2.49664	0.1000001	-3.8E-12	2.49664
-9.9	-8.07E-11	2.519934	0.1000004	-3.6E-12	2.519934
-10	-8.27E-11	2.543137	0.1000003	-3.5E-12	2.543137
-9.90001	-5.64E-11	2.602099	0.1000001	-5.3E-12	2.602099
-9.80001	-3.58E-11	2.625413	0.0999999	-7.4E-12	2.625413
-9.70001	-3.43E-11	2.648707	0.1	-7.4E-12	2.648707
-9.60001	-3.3E-11	2.671976	0.0999999	-7.6E-12	2.671976
-9.50001	-3.02E-11	2.695245	0.0999999	-7.5E-12	2.695245
-9.40001	-2.91E-11	2.718554	0.0999997	-7.6E-12	2.718554
-9.30001	-3.01E-11	2.741846	0.0999998	-7.7E-12	2.741846
-9.20001	-2.88E-11	2.765125	0.0999997	-7.5E-12	2.765125
-9.10001	-2.64E-11	2.788347	0.0999997	-7.5E-12	2.788347
-9.00001	-2.83E-11	2.81168	0.0999998	-7.6E-12	2.81168
-8.90001	-2.64E-11	2.834958	0.1	-7.7E-12	2.834958
-8.80001	-2.57E-11	2.85824	0.0999997	-7.5E-12	2.85824
-8.70001	-2.4E-11	2.88148	0.0999997	-8E-12	2.88148
-8.60001	-2.29E-11	2.904691	0.0999999	-8E-12	2.904691
-8.50001	-2.42E-11	2.927982	0.0999999	-7.8E-12	2.927982
-8.40001	-2.17E-11	2.951193	0.0999997	-8E-12	2.951193
-8.30001	-2.12E-11	2.974411	0.1	-8.3E-12	2.974411
-8.20001	-2.13E-11	2.997646	0.0999999	-8.2E-12	2.997646
-8.10001	-2.21E-11	3.020929	0.1	-8E-12	3.020929
-8	-2.19E-11	3.044229	0.0999999	-7.7E-12	3.044229
-7.90001	-4.04E-11	3.103742	0.1	-6.4E-12	3.103742
-7.80001	-2.25E-11	3.127118	0.1	-7.9E-12	3.127118
-7.70001	-2.1E-11	3.150407	0.1	-7.8E-12	3.150407
-7.60001	-1.92E-11	3.173607	0.0999998	-7.6E-12	3.173607
-7.50001	-1.86E-11	3.196958	0.0999997	-7.7E-12	3.196958
-7.40001	-1.97E-11	3.220248	0.0999999	-7.9E-12	3.220248
-7.30001	-1.96E-11	3.243537	0.0999998	-8.1E-12	3.243537
-7.2	-1.7E-11	3.266736	0.1	-7.9E-12	3.266736
-7.10001	-1.69E-11	3.289945	0.0999999	-7.8E-12	3.289945
-7.00001	-1.78E-11	3.313245	0.0999999	-8.2E-12	3.313245
-6.90001	-1.75E-11	3.33653	0.0999998	-8E-12	3.33653
-6.80001	-1.69E-11	3.359823	0.0999998	-7.9E-12	3.359823
-6.70001	-1.69E-11	3.383117	0.1	-8E-12	3.383117
-6.60001	-1.6E-11	3.406426	0.0999998	-8.2E-12	3.406426
-6.50001	-1.43E-11	3.42964	0.1	-7.9E-12	3.42964
-6.40001	-1.36E-11	3.452856	0.0999996	-8.4E-12	3.452856
-6.30001	-1.51E-11	3.476147	0.1	-8E-12	3.476147
-6.20001	-1.49E-11	3.499446	0.1	-7.9E-12	3.499446
-6.10001	-1.32E-11	3.52267	0.0999998	-8.4E-12	3.52267
-6.00001	-1.39E-11	3.545977	0.0999999	-8.4E-12	3.545977
-5.90001	-3.24E-11	3.600856	0.1000001	-6.7E-12	3.600856
-5.80001	-1.39E-11	3.624133	0.0999998	-8.3E-12	3.624133
-5.70001	-1.43E-11	3.647441	0.0999999	-8.7E-12	3.647441
-5.60001	-1.35E-11	3.67075	0.0999999	-8.3E-12	3.67075
-5.50001	-1.15E-11	3.694291	0.0999997	-8.4E-12	3.694291
-5.40001	-1.11E-11	3.717527	0.0999998	-8.7E-12	3.717527
-5.30001	-1.23E-11	3.740838	0.1	-7.9E-12	3.740838
-5.20001	-1.01E-11	3.764066	0.0999997	-8.6E-12	3.764066
-5.1	-9.5E-12	3.787297	0.0999997	-8.6E-12	3.787297
-5.00001	-1.05E-11	3.810584	0.0999998	-8.5E-12	3.810584
-4.90001	-1.16E-11	3.833929	0.0999998	-8.6E-12	3.833929
-4.80001	-7.7E-12	3.857143	0.0999997	-9.1E-12	3.857143
-4.7	-8.9E-12	3.880433	0.0999999	-9.2E-12	3.880433
-4.60001	-8.9E-12	3.903721	0.0999999	-9.1E-12	3.903721
-4.50001	-7.3E-12	3.926947	0.0999998	-9.2E-12	3.926947
-4.40001	-6.2E-12	3.950153	0.0999998	-9.2E-12	3.950153
-4.3	-8.5E-12	3.973479	0.0999998	-9.1E-12	3.973479
-4.20001	-7.1E-12	3.996757	0.0999999	-8.8E-12	3.996757
-4.10001	-5E-12	4.019985	0.0999999	-7.8E-12	4.019985
-4.00001	-4.5E-12	4.0432	0.0999997	4E-13	4.0432
-3.90001	-3.7E-12	4.066461	0.0999997	4.28E-11	4.066461
-3.80001	-2.4E-11	4.107278	0.1	1.995E-10	4.107278
-3.70001	-3.9E-12	4.13058	0.0999999	7.681E-10	4.13058
-3.60001	-5.1E-12	4.153873	0.1000004	2.4657E-09	4.153873
-3.50001	-4.4E-12	4.177157	0.100001	6.9174E-09	4.177157
-3.40001	-2E-12	4.200413	0.1000017	1.714E-08	4.200413
-3.30001	-3E-12	4.223708	0.1000021	3.77943E-08	4.223708
-3.20001	-2.5E-12	4.246984	0.1000001	7.509E-08	4.246984
-3.10001	-2.07E-11	4.286455	0.1000001	1.33373E-07	4.286455
-3.00001	-1.52E-11	4.310969	0.1000002	2.25128E-07	4.310969
-2.90001	-1.47E-11	4.335509	0.1000004	3.51971E-07	4.335509
-2.80001	-1.35E-11	4.36002	0.1000004	5.19089E-07	4.36002
-2.70001	-1.3E-11	4.384587	0.1000009	7.30239E-07	4.384587
-2.60001	-1.23E-11	4.409206	0.1000008	9.87483E-07	4.409206
-2.50001	-1.66E-11	4.44382	0.0999999	1.28657E-06	4.44382
-2.40001	-1.18E-11	4.468439	0.0999999	1.64012E-06	4.468439
-2.30001	-1.06E-11	4.492954	0.0999999	2.03775E-06	4.492954
