#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=19/04/2023 11:49:36
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.638E-10	0.033951	0.1000004	5.376E-10	0.033951
-0.1000011	-2.362E-10	0.057519	0.1000002	9.4E-12	0.057519
-0.2000009	-2.849E-10	0.080781	0.1000002	-4.24E-11	0.080781
-0.300001	-2.489E-10	0.104193	0.1000001	-4.33E-11	0.104193
-0.400001	-1.353E-10	0.127491	0.1000001	-2.38E-11	0.127491
-0.500001	-1.048E-10	0.15071	0.1000002	-1.4E-11	0.15071
-0.600002	-9E-11	0.173919	0.1000003	-9.8E-12	0.173919
-0.700001	-7.97E-11	0.197197	0.0999998	-7.3E-12	0.197197
-0.800001	-7.45E-11	0.220476	0.0999999	-5.8E-12	0.220476
-0.900001	-7.24E-11	0.243692	0.1000001	-4.3E-12	0.243692
-1.000001	-6.85E-11	0.26698	0.1000002	-3.9E-12	0.26698
-1.100001	-6.75E-11	0.29025	0.1000002	-3E-12	0.29025
-1.200001	-6.79E-11	0.313463	0.1000003	-2.9E-12	0.313463
-1.300001	-6.78E-11	0.336698	0.1	-2.5E-12	0.336698
-1.400001	-6.71E-11	0.359928	0.1000002	-2.1E-12	0.359928
-1.500001	-6.45E-11	0.383215	0.1000002	-1.9E-12	0.383215
-1.600001	-6.63E-11	0.406492	0.1000002	-1.1E-12	0.406492
-1.700001	-6.63E-11	0.429699	0.1000003	-1E-12	0.429699
-1.800001	-6.64E-11	0.452903	0.1000001	-9E-13	0.452903
-1.900001	-6.44E-11	0.476191	0.1	-1.1E-12	0.476191
-2.000001	-6.65E-11	0.499386	0.0999999	-7E-13	0.499386
-2.100001	-6.58E-11	0.522611	0.1000002	-9E-13	0.522611
-2.2	-6.63E-11	0.54602	0.1000002	-3E-13	0.54602
-2.3	-4.47E-11	0.598744	0.0999999	-2E-12	0.598744
-2.4	-6.51E-11	0.621966	0.1000004	-4E-13	0.621966
-2.5	-6.39E-11	0.645431	0.1000002	-4E-13	0.645431
-2.6	-6.39E-11	0.668735	0.1000002	-2E-13	0.668735
-2.7	-6.61E-11	0.692009	0.1000001	-3E-13	0.692009
-2.8	-6.51E-11	0.715291	0.1000002	-2E-13	0.715291
-2.9	-6.7E-11	0.738582	0.1000003	-2E-13	0.738582
-3	-6.7E-11	0.761836	0.1000003	1E-13	0.761836
-3.1	-6.78E-11	0.785053	0.1000002	3E-13	0.785053
-3.2	-6.71E-11	0.80834	0.1000003	3E-13	0.80834
-3.3	-6.72E-11	0.831644	0.1000001	2E-13	0.831644
-3.4	-6.93E-11	0.854954	0.1	0	0.854954
-3.5	-6.94E-11	0.878167	0.0999999	0	0.878167
-3.6	-6.77E-11	0.901457	0.1000002	-1E-13	0.901457
-3.7	-6.85E-11	0.924736	0.1000001	0	0.924736
-3.8	-7.01E-11	0.948031	0.1	-2E-13	0.948031
-3.9	-6.9E-11	0.971316	0.1	1E-13	0.971316
-4	-6.93E-11	0.994593	0.1000002	2E-13	0.994593
-4.1	-7.06E-11	1.017801	0.1000001	1E-13	1.017801
-4.2	-7.17E-11	1.041016	0.1000004	3E-13	1.041016
-4.3	-5.1E-11	1.097693	0.1	-1.7E-12	1.097693
-4.4	-7.03E-11	1.120938	0.1000001	3E-13	1.120938
-4.5	-7.11E-11	1.144229	0.1000003	5E-13	1.144229
-4.6	-7E-11	1.167539	0.0999999	2E-13	1.167539
-4.7	-7.05E-11	1.190881	0.1	0	1.190881
-4.8	-7.26E-11	1.214088	0.1000002	4E-13	1.214088
-4.9	-7.25E-11	1.237285	0.1000003	4E-13	1.237285
-5	-7.15E-11	1.260575	0.1	4E-13	1.260575
-5.1	-7.14E-11	1.283858	0.1	1E-13	1.283858
-5.2	-7.34E-11	1.307085	0.1000002	4E-13	1.307085
-5.3	-7.4E-11	1.330312	0.1000002	7E-13	1.330312
-5.4	-7.23E-11	1.353605	0.1000002	7E-13	1.353605
-5.5	-7.26E-11	1.376906	0.1000001	5E-13	1.376906
-5.6	-7.27E-11	1.400187	0.1	5E-13	1.400187
-5.7	-7.42E-11	1.423452	0.1000002	6E-13	1.423452
-5.8	-7.3E-11	1.446751	0.0999999	4E-13	1.446751
-5.9	-7.58E-11	1.46997	0.0999999	5E-13	1.46997
-6	-7.54E-11	1.493198	0.1000002	7E-13	1.493198
-6.1	-7.57E-11	1.516409	0.1000002	9E-13	1.516409
-6.2	-7.44E-11	1.539704	0.1	6E-13	1.539704
-6.3	-5.44E-11	1.598813	0.1	-1.2E-12	1.598813
-6.4	-7.21E-11	1.622128	0.1000001	3E-13	1.622128
-6.5	-7.44E-11	1.645415	0.0999999	-1E-13	1.645415
-6.6	-7.51E-11	1.66866	0.1	5E-13	1.66866
-6.7	-7.4E-11	1.69201	0.1	2E-13	1.69201
-6.8	-7.62E-11	1.715217	0.1000001	2E-13	1.715217
-6.9	-7.61E-11	1.738427	0.1000001	7E-13	1.738427
-7	-7.69E-11	1.761678	0.1	3E-13	1.761678
-7.1	-7.49E-11	1.784977	0.1000001	3E-13	1.784977
-7.2	-7.72E-11	1.808178	0.1000003	9E-13	1.808178
-7.3	-7.71E-11	1.831416	0.1000003	7E-13	1.831416
-7.4	-7.76E-11	1.85463	0.0999999	6E-13	1.85463
-7.5	-7.59E-11	1.877923	0.0999999	5E-13	1.877923
-7.6	-7.6E-11	1.901224	0.1	9E-13	1.901224
-7.7	-7.83E-11	1.924434	0.1000003	7E-13	1.924434
-7.8	-7.64E-11	1.947727	0.1000004	9E-13	1.947727
-7.9	-7.85E-11	1.970944	0.0999999	7E-13	1.970944
-8	-7.86E-11	1.994159	0.1000003	1.1E-12	1.994159
-8.1	-7.88E-11	2.017375	0.1	9E-13	2.017375
-8.2	-7.62E-11	2.040719	0.1000001	7E-13	2.040719
-8.3	-5.91E-11	2.091831	0.0999998	-9E-13	2.091831
-8.4	-7.65E-11	2.115138	0.0999999	5E-13	2.115138
-8.5	-7.79E-11	2.138448	0.1000001	7E-13	2.138448
-8.6	-7.72E-11	2.161749	0.1000002	5E-13	2.161749
-8.7	-7.74E-11	2.187135	0.1	9E-13	2.187135
-8.8	-7.98E-11	2.210344	0.1000001	1.1E-12	2.210344
