#scan	iMeasureCycle=1	iMux=0	time=0.03	N=401	LocalTime=19/04/2023 19:19:38
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
0	-1.617E-10	0.032883	0.0999998	6.69737E-06	0.032883
-0.1000005	-2.212E-10	0.057762	0.1000003	6.00457E-06	0.057762
-0.2000005	-2.699E-10	0.082264	0.0999999	5.32904E-06	0.082264
-0.300001	-2.101E-10	0.107032	0.0999999	4.67398E-06	0.107032
-0.4	-1.196E-10	0.131558	0.0999998	4.04305E-06	0.131558
-0.5	-9.27E-11	0.156105	0.0999999	3.44064E-06	0.156105
-0.6	-7.99E-11	0.180666	0.1	2.87304E-06	0.180666
-0.7	-7.22E-11	0.205218	0.1000002	2.34554E-06	0.205218
-0.8	-6.77E-11	0.22973	0.0999999	1.86407E-06	0.22973
-0.9	-6.43E-11	0.254353	0.0999999	1.43477E-06	0.254353
-1	-6.23E-11	0.278879	0.0999998	1.06249E-06	0.278879
-1.1	-5.67E-11	0.306288	0.0999996	7.52419E-07	0.306288
-1.2	-5.96E-11	0.330806	0.0999995	5.01988E-07	0.330806
-1.3	-5.88E-11	0.355299	0.0999996	3.12413E-07	0.355299
-1.4	-5.86E-11	0.379796	0.0999998	1.78603E-07	0.379796
-1.5	-5.79E-11	0.404412	0.0999999	9.1977E-08	0.404412
-1.6	-5.18E-11	0.442088	0.0999966	4.28139E-08	0.442088
-1.700001	-7.17E-11	0.465298	0.100005	1.68054E-08	0.465298
-1.800001	-7.07E-11	0.488576	0.1000018	5.7195E-09	0.488576
-1.900001	-6.99E-11	0.511962	0.1000007	1.6431E-09	0.511962
-2.000001	-7.32E-11	0.535182	0.1000004	3.926E-10	0.535182
-2.099999	-5.01E-11	0.60019	0.1000001	7.45E-11	0.60019
-2.2	-7.04E-11	0.623629	0.1000002	2.5E-12	0.623629
-2.3	-6.99E-11	0.646909	0.1000001	-8.6E-12	0.646909
-2.4	-7.01E-11	0.670206	0.1000003	-9.8E-12	0.670206
-2.5	-7.32E-11	0.693475	0.1000003	-1E-11	0.693475
-2.6	-7.16E-11	0.716766	0.1000002	-1.02E-11	0.716766
-2.7	-7.25E-11	0.740054	0.1000002	-1.03E-11	0.740054
-2.8	-7.44E-11	0.763357	0.1000003	-9.7E-12	0.763357
