#scan	iMeasureCycle=1	iMux=0	time=0.033	N=401	LocalTime=19/04/2023 17:07:38
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-2E-07	-1.632E-10	0.035945	0.1	4.13671E-06	0.035945
-0.1000006	-2.223E-10	0.060818	0.0999999	3.52693E-06	0.060818
-0.2000004	-2.71E-10	0.085323	0.0999998	2.9498E-06	0.085323
-0.300001	-2.095E-10	0.110029	0.1	2.40941E-06	0.110029
-0.4	-1.193E-10	0.134612	0.1	1.91311E-06	0.134612
-0.5	-9.29E-11	0.159153	0.1	1.46767E-06	0.159153
-0.6	-7.93E-11	0.183698	0.1	1.07972E-06	0.183698
-0.7	-6.75E-11	0.211029	0.0999995	7.55501E-07	0.211029
-0.8	-6.61E-11	0.235626	0.0999995	4.94813E-07	0.235626
-0.9	-6.34E-11	0.260143	0.0999997	2.99666E-07	0.260143
-1	-6.17E-11	0.284685	0.0999996	1.64503E-07	0.284685
-1.1	-5.32E-11	0.322373	0.0999929	8.15446E-08	0.322373
-1.200001	-7.25E-11	0.345596	0.1000076	3.4351E-08	0.345596
-1.300001	-7.25E-11	0.36889	0.1000034	1.24738E-08	0.36889
-1.400001	-7.27E-11	0.392133	0.1000017	3.8733E-09	0.392133
-1.500001	-7.29E-11	0.415351	0.1000004	1.0326E-09	0.415351
-1.600001	-7.3E-11	0.438659	0.1000002	2.371E-10	0.438659
-1.700001	-7.06E-11	0.462002	0.1000001	3.89E-11	0.462002
-1.800001	-7.17E-11	0.485275	0.1000001	-1.9E-12	0.485275
-1.900001	-7.16E-11	0.508561	0.1	-9.6E-12	0.508561
-2.000001	-7.39E-11	0.531761	0.1000001	-1.06E-11	0.531761
-2.100001	-7.27E-11	0.555059	0.1	-1.05E-11	0.555059
-2.2	-5.17E-11	0.603429	0.0999999	-1.21E-11	0.603429
-2.3	-6.96E-11	0.626768	0.1000002	-1.03E-11	0.626768
-2.4	-7.24E-11	0.650019	0.1000001	-1.01E-11	0.650019
-2.5	-7.18E-11	0.673316	0.1000001	-1.04E-11	0.673316
-2.6	-7.2E-11	0.696664	0.1	-1.03E-11	0.696664
