#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=20/04/2023 02:49:41
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.528E-10	0.033913	0.0999999	1.66501E-05	0.033913
-0.1000004	-2.113E-10	0.058792	0.0999999	1.58445E-05	0.058792
-0.2000004	-2.598E-10	0.083348	0.1	1.5045E-05	0.083348
-0.300001	-1.996E-10	0.108081	0.1	1.42496E-05	0.108081
-0.4	-1.117E-10	0.13261	0.0999999	1.346E-05	0.13261
-0.5	-8.57E-11	0.157113	0.0999998	1.26755E-05	0.157113
-0.6	-7.25E-11	0.18168	0.0999999	1.18969E-05	0.18168
-0.7	-6.55E-11	0.206218	0.0999999	1.11256E-05	0.206218
-0.8	-6.06E-11	0.230762	0.0999999	1.0362E-05	0.230762
-0.9	-5.74E-11	0.25531	0.1000002	9.6085E-06	0.25531
-1	-5.1E-11	0.282454	0.0999997	8.86838E-06	0.282454
-1.1	-5.35E-11	0.307052	0.0999999	8.13718E-06	0.307052
-1.2	-5.24E-11	0.331596	0.1	7.41971E-06	0.331596
-1.3	-5.23E-11	0.356094	0.0999998	6.71815E-06	0.356094
-1.4	-5.17E-11	0.380611	0.0999998	6.03587E-06	0.380611
-1.5	-5.16E-11	0.40512	0.0999999	5.37593E-06	0.40512
-1.6	-5.16E-11	0.429756	0.0999999	4.74084E-06	0.429756
-1.7	-5.15E-11	0.454296	0.0999998	4.13468E-06	0.454296
-1.8	-5.16E-11	0.478815	0.1000002	3.56099E-06	0.478815
-1.9	-5.17E-11	0.503329	0.1000001	3.02324E-06	0.503329
-2	-5.14E-11	0.527843	0.0999999	2.52501E-06	0.527843
-2.1	-5.21E-11	0.552365	0.1	2.06925E-06	0.552365
-2.2	-4.64E-11	0.595925	0.1000001	1.66179E-06	0.595925
-2.3	-5.1E-11	0.620509	0.0999999	1.29815E-06	0.620509
-2.4	-5.18E-11	0.645045	0.1000001	9.8521E-07	0.645045
-2.5	-4.83E-11	0.672369	0.0999998	7.22553E-07	0.672369
-2.6	-5.21E-11	0.696946	0.0999996	5.06928E-07	0.696946
-2.7	-5.29E-11	0.721514	0.0999996	3.38151E-07	0.721514
-2.8	-5.28E-11	0.746061	0.0999998	2.11671E-07	0.746061
-2.9	-5.33E-11	0.770671	0.0999998	1.22962E-07	0.770671
-3	-4.82E-11	0.808394	0.0999961	6.58737E-08	0.808394
-3.1	-6.58E-11	0.83175	0.1000047	3.10845E-08	0.83175
-3.2	-6.9E-11	0.854947	0.1000032	1.29557E-08	0.854947
-3.3	-6.98E-11	0.878159	0.1000018	4.673E-09	0.878159
-3.4	-6.98E-11	0.901384	0.1000007	1.4718E-09	0.901384
