#scan	iMeasureCycle=1	iMux=0	time=0.021	N=401	LocalTime=19/04/2023 18:01:38
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
0	-1.631E-10	0.023862	0.0999999	5.15788E-06	0.023862
-0.1000004	-2.219E-10	0.048756	0.0999998	4.50697E-06	0.048756
-0.2000005	-2.71E-10	0.073274	0.0999999	3.88198E-06	0.073274
-0.300001	-2.03E-10	0.09798	0.1	3.28495E-06	0.09798
-0.4	-1.179E-10	0.122523	0.0999997	2.72371E-06	0.122523
-0.5	-9.14E-11	0.147265	0.0999999	2.20313E-06	0.147265
-0.6	-7.98E-11	0.17179	0.0999999	1.72967E-06	0.17179
-0.7	-7.22E-11	0.196312	0.1	1.31016E-06	0.196312
-0.8	-6.79E-11	0.220825	0.0999999	9.5007E-07	0.220825
-0.9	-5.96E-11	0.248234	0.0999996	6.54592E-07	0.248234
-1	-6.17E-11	0.272755	0.0999996	4.20768E-07	0.272755
-1.1	-6.05E-11	0.297249	0.0999995	2.49729E-07	0.297249
-1.2	-5.99E-11	0.321754	0.0999999	1.33936E-07	0.321754
-1.3	-5.22E-11	0.359435	0.0999943	6.48633E-08	0.359435
-1.400001	-7.18E-11	0.382672	0.1000059	2.65464E-08	0.382672
-1.500001	-7.28E-11	0.405958	0.1000026	9.3296E-09	0.405958
-1.600001	-7.11E-11	0.42925	0.1000008	2.8136E-09	0.42925
-1.700001	-7.28E-11	0.452446	0.1000005	7.328E-10	0.452446
-1.800001	-7.25E-11	0.475695	0.1000004	1.572E-10	0.475695
-1.900001	-7.37E-11	0.498955	0.1000001	2.06E-11	0.498955
-2.000001	-7.18E-11	0.522243	0.1000001	-6.1E-12	0.522243
-2.100001	-7.37E-11	0.545439	0.1	-1.03E-11	0.545439
-2.2	-5.24E-11	0.591763	0.1	-1.3E-11	0.591763
-2.3	-7.23E-11	0.615001	0.1000003	-1.07E-11	0.615001
-2.4	-7.13E-11	0.638301	0.1000001	-1.1E-11	0.638301
-2.5	-7.17E-11	0.661587	0.1000002	-1.03E-11	0.661587
-2.6	-7.41E-11	0.684862	0.1000002	-1.02E-11	0.684862
-2.7	-7.43E-11	0.708078	0.1000001	-1.07E-11	0.708078
-2.8	-7.37E-11	0.73138	0.1	-1.01E-11	0.73138
-2.9	-7.41E-11	0.754758	0.1000001	-1.02E-11	0.754758
