#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=20/04/2023 08:13:43
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.52E-10	0.033879	0.0999999	2.35731E-05	0.033879
-0.1000004	-2.106E-10	0.058738	0.0999999	2.2732E-05	0.058738
-0.2000003	-2.592E-10	0.083243	0.1	2.18946E-05	0.083243
-0.300001	-2.005E-10	0.107979	0.1	2.10618E-05	0.107979
-0.4	-1.114E-10	0.13253	0.0999997	2.02324E-05	0.13253
-0.5	-8.59E-11	0.157031	0.1	1.9407E-05	0.157031
-0.6	-7.25E-11	0.181607	0.1	1.85832E-05	0.181607
-0.7	-6.55E-11	0.206233	0.1	1.77638E-05	0.206233
-0.8	-6.03E-11	0.230761	0.0999998	1.69483E-05	0.230761
-0.9	-5.74E-11	0.255272	0.0999997	1.61373E-05	0.255272
-1	-5.58E-11	0.279791	0.1000001	1.53305E-05	0.279791
-1.1	-5.39E-11	0.304309	0.1	1.45289E-05	0.304309
-1.2	-5.29E-11	0.328829	0.1	1.37332E-05	0.328829
-1.3	-5.31E-11	0.353332	0.0999999	1.29443E-05	0.353332
-1.4	-5.2E-11	0.377947	0.1	1.21635E-05	0.377947
-1.5	-5.16E-11	0.402452	0.0999999	1.13894E-05	0.402452
-1.6	-5.18E-11	0.426968	0.0999999	1.06256E-05	0.426968
-1.7	-5.18E-11	0.451468	0.1	9.8725E-06	0.451468
-1.8	-5.2E-11	0.475966	0.0999998	9.1315E-06	0.475966
-1.9	-4.8E-11	0.503224	0.1	8.40952E-06	0.503224
-2	-5.22E-11	0.527737	0.1	7.69867E-06	0.527737
-2.1	-5.23E-11	0.552245	0.1000002	7.0062E-06	0.552245
-2.2	-4.59E-11	0.600546	0.1	6.33695E-06	0.600546
-2.3	-5.05E-11	0.625119	0.0999999	5.6867E-06	0.625119
-2.4	-5.15E-11	0.649671	0.0999999	5.06357E-06	0.649671
-2.5	-5.23E-11	0.674194	0.1	4.47027E-06	0.674194
-2.6	-5.2E-11	0.698957	0.0999998	3.90732E-06	0.698957
-2.7	-5.32E-11	0.723516	0.1	3.37892E-06	0.723516
-2.8	-5.34E-11	0.748046	0.1000001	2.88711E-06	0.748046
-2.9	-5.37E-11	0.772561	0.0999999	2.43274E-06	0.772561
-3	-5.37E-11	0.7971	0.0999999	2.01879E-06	0.7971
-3.1	-5.46E-11	0.821632	0.1	1.64571E-06	0.821632
-3.2	-5.44E-11	0.846216	0.0999999	1.31308E-06	0.846216
-3.3	-5.48E-11	0.870736	0.0999999	1.02245E-06	0.870736
-3.4	-5.18E-11	0.898092	0.0999996	7.74165E-07	0.898092
-3.5	-5.54E-11	0.922578	0.0999996	5.65138E-07	0.922578
-3.6	-5.57E-11	0.947095	0.0999997	3.95598E-07	0.947095
-3.7	-5.6E-11	0.971608	0.0999995	2.63585E-07	0.971608
-3.8	-5.6E-11	0.99617	0.0999998	1.65479E-07	0.99617
-3.9	-5.64E-11	1.020668	0.0999999	9.6806E-08	1.020668
-4	-4.93E-11	1.0833	0.0999977	5.35294E-08	1.0833
-4.1	-6.96E-11	1.106594	0.1000055	2.60455E-08	1.106594
-4.2	-6.99E-11	1.129844	0.1000031	1.1468E-08	1.129844
-4.3	-7.01E-11	1.153137	0.1000011	4.4957E-09	1.153137
-4.4	-7.04E-11	1.176461	0.1000005	1.5717E-09	1.176461
-4.5	-7.21E-11	1.199754	0.1000003	4.774E-10	1.199754
-4.6	-7.17E-11	1.223057	0.1	1.227E-10	1.223057
-4.7	-7.22E-11	1.246337	0.1000001	2.26E-11	1.246337
-4.8	-7.26E-11	1.269581	0.1000001	-1E-13	1.269581
-4.9	-7.44E-11	1.292798	0.1000003	-3.8E-12	1.292798
-5	-7.29E-11	1.316111	0.1000003	-4.8E-12	1.316111
-5.1	-7.33E-11	1.339383	0.1000001	-4.8E-12	1.339383
-5.2	-7.5E-11	1.362593	0.1000001	-4.4E-12	1.362593
-5.3	-7.48E-11	1.385823	0.1000002	-4.2E-12	1.385823
-5.4	-7.39E-11	1.409121	0.1000002	-4.7E-12	1.409121
-5.5	-7.43E-11	1.432398	0.1000001	-4.2E-12	1.432398
-5.6	-7.62E-11	1.455597	0.1000002	-4.3E-12	1.455597
-5.7	-7.67E-11	1.478807	0.1000001	-4E-12	1.478807
-5.8	-7.64E-11	1.502072	0.1000001	-4.4E-12	1.502072
-5.9	-7.55E-11	1.525371	0.1000002	-4.2E-12	1.525371
-6	-7.71E-11	1.548577	0.1000001	-3.9E-12	1.548577
-6.1	-5.58E-11	1.602318	0.0999999	-5.9E-12	1.602318
-6.2	-7.38E-11	1.625703	0.1	-4.6E-12	1.625703
-6.3	-7.48E-11	1.649002	0.1000001	-4.1E-12	1.649002
-6.4	-7.65E-11	1.67221	0.1000001	-4.1E-12	1.67221
-6.5	-7.53E-11	1.695543	0.1000001	-4.3E-12	1.695543
-6.6	-7.72E-11	1.718846	0.1000002	-4.2E-12	1.718846
-6.7	-7.82E-11	1.742062	0.1	-4.3E-12	1.742062
-6.8	-7.78E-11	1.765272	0.1000001	-4.4E-12	1.765272
-6.9	-7.66E-11	1.78857	0.1000001	-4.6E-12	1.78857
-7	-7.6E-11	1.811894	0.1000001	-4.3E-12	1.811894
-7.1	-7.85E-11	1.835171	0.1000001	-4.3E-12	1.835171
-7.2	-7.91E-11	1.858385	0.1000003	-3.9E-12	1.858385
-7.3	-7.73E-11	1.881669	0.1	-4.4E-12	1.881669
-7.4	-7.93E-11	1.904884	0.1000001	-4.3E-12	1.904884
-7.5	-7.98E-11	1.928106	0.1000004	-3.9E-12	1.928106
-7.6	-7.91E-11	1.951324	0.1000002	-4.1E-12	1.951324
-7.7	-7.77E-11	1.974607	0.1000002	-3.8E-12	1.974607
-7.8	-7.79E-11	1.997905	0.1000001	-4.2E-12	1.997905
-7.9	-8.05E-11	2.02112	0.1	-4.1E-12	2.02112
-8	-8.05E-11	2.04433	0.1000003	-4.1E-12	2.04433
-8.1	-5.85E-11	2.101256	0.0999999	-5.7E-12	2.101256
-8.2	-7.79E-11	2.124497	0.1000001	-4E-12	2.124497
-8.3	-7.76E-11	2.147797	0.1000002	-3.9E-12	2.147797
-8.4	-7.78E-11	2.171147	0.1000002	-4E-12	2.171147
-8.5	-7.99E-11	2.194509	0.1000002	-3.6E-12	2.194509
-8.6	-8.05E-11	2.217775	0.1	-3.4E-12	2.217775
-8.7	-7.85E-11	2.241067	0.1000002	-3.8E-12	2.241067
-8.8	-8.1E-11	2.264267	0.1000001	-3.5E-12	2.264267
-8.9	-8.16E-11	2.287492	0.1000002	-3.3E-12	2.287492
-9	-7.84E-11	2.310853	0.1000001	-3.9E-12	2.310853
-9.1	-7.97E-11	2.334148	0.1	-3.9E-12	2.334148
-9.2	-8.06E-11	2.35736	0.1000002	-3.5E-12	2.35736
-9.3	-8.11E-11	2.380584	0.1000001	-3.2E-12	2.380584
-9.4	-8E-11	2.403883	0.1	-4E-12	2.403883
-9.5	-7.99E-11	2.427169	0.1000002	-3.8E-12	2.427169
-9.6	-8.17E-11	2.450379	0.1	-3.4E-12	2.450379
-9.7	-8.21E-11	2.473587	0.1000001	-2.8E-12	2.473587
-9.8	-8.22E-11	2.496817	0.1000001	-3.3E-12	2.496817
-9.9	-8.07E-11	2.520149	0.1000002	-3E-12	2.520149
-10	-8.26E-11	2.543377	0.1000002	-3.4E-12	2.543377
-9.90001	-5.73E-11	2.602433	0.0999999	-5.5E-12	2.602433
-9.80001	-3.62E-11	2.625682	0.0999997	-6.8E-12	2.625682
-9.70001	-3.36E-11	2.648896	0.0999994	-7.2E-12	2.648896
-9.60001	-3.18E-11	2.67211	0.0999995	-6.9E-12	2.67211
-9.50001	-3.34E-11	2.695496	0.0999998	-7.2E-12	2.695496
-9.40001	-2.94E-11	2.718807	0.0999999	-7.3E-12	2.718807
-9.30001	-2.83E-11	2.74202	0.0999997	-7.2E-12	2.74202
-9.20001	-2.86E-11	2.765299	0.0999997	-7.5E-12	2.765299
-9.10001	-2.82E-11	2.788665	0.0999999	-7.2E-12	2.788665
-9.00001	-2.57E-11	2.812045	0.0999997	-7.3E-12	2.812045
-8.90001	-2.74E-11	2.835394	0.0999997	-7.4E-12	2.835394
-8.80001	-2.58E-11	2.858672	0.0999997	-7.6E-12	2.858672
-8.70001	-2.37E-11	2.88188	0.0999998	-7.9E-12	2.88188
-8.60001	-2.27E-11	2.905105	0.0999997	-7.1E-12	2.905105
-8.50001	-2.39E-11	2.928397	0.0999998	-7.2E-12	2.928397
-8.40001	-2.38E-11	2.951683	0.0999998	-7.5E-12	2.951683
-8.30001	-2.17E-11	2.974897	0.0999997	-7.3E-12	2.974897
-8.20001	-2.12E-11	2.998111	0.0999998	-7.5E-12	2.998111
-8.10001	-2.25E-11	3.02141	0.0999997	-7.2E-12	3.02141
-8.00001	-2.26E-11	3.044707	0.0999997	-7.5E-12	3.044707
-7.90001	-4.06E-11	3.103947	0.0999998	-6E-12	3.103947
-7.80001	-2.1E-11	3.127185	0.0999997	-7.8E-12	3.127185
-7.70001	-2.03E-11	3.150402	0.0999997	-7.8E-12	3.150402
-7.60001	-2.14E-11	3.173825	0.0999999	-7.7E-12	3.173825
-7.50001	-1.88E-11	3.1971	0.0999996	-7.9E-12	3.1971
-7.40001	-1.84E-11	3.22035	0.0999997	-8.1E-12	3.22035
-7.30001	-1.98E-11	3.243644	0.0999997	-7.6E-12	3.243644
-7.2	-1.9E-11	3.266919	0.0999995	-7.5E-12	3.266919
-7.10001	-1.85E-11	3.290213	0.0999998	-7.9E-12	3.290213
-7.00001	-1.64E-11	3.313455	0.0999995	-8.1E-12	3.313455
-6.90001	-1.76E-11	3.336745	0.0999998	-7.6E-12	3.336745
