#scan	iMeasureCycle=1	iMux=0	time=0.031	N=401	LocalTime=20/04/2023 09:13:43
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.516E-10	0.033943	0.1	2.48165E-05	0.033943
-0.1000004	-2.1E-10	0.058823	0.1000001	2.39689E-05	0.058823
-0.2000004	-2.587E-10	0.083318	0.1000003	2.31263E-05	0.083318
-0.300001	-1.992E-10	0.108068	0.1	2.22876E-05	0.108068
-0.4	-1.111E-10	0.132563	0.1	2.14516E-05	0.132563
-0.5	-8.55E-11	0.157084	0.1	2.06199E-05	0.157084
-0.6	-7.23E-11	0.181703	0.0999999	1.97901E-05	0.181703
-0.7	-6.53E-11	0.206298	0.0999999	1.8964E-05	0.206298
-0.8	-6.02E-11	0.230824	0.1	1.8142E-05	0.230824
-0.9	-5.73E-11	0.255347	0.0999999	1.73235E-05	0.255347
-1	-5.52E-11	0.27987	0.0999998	1.65079E-05	0.27987
-1.1	-5.38E-11	0.304377	0.0999999	1.5699E-05	0.304377
-1.2	-5.33E-11	0.328904	0.1	1.48944E-05	0.328904
-1.3	-5.23E-11	0.35346	0.1	1.40954E-05	0.35346
-1.4	-5.2E-11	0.377991	0.1	1.3303E-05	0.377991
-1.5	-5.16E-11	0.402512	0.0999998	1.25177E-05	0.402512
-1.6	-5.2E-11	0.427073	0.1	1.17402E-05	0.427073
-1.7	-5.15E-11	0.451594	0.1000001	1.09725E-05	0.451594
-1.8	-5.15E-11	0.47614	0.1000001	1.02154E-05	0.47614
-1.9	-5.18E-11	0.500678	0.1	9.471E-06	0.500678
-2	-4.79E-11	0.527795	0.0999999	8.74365E-06	0.527795
-2.1	-5.1E-11	0.552359	0.1000003	8.02735E-06	0.552359
-2.2	-4.46E-11	0.599715	0.0999996	7.33141E-06	0.599715
-2.3	-5.03E-11	0.624253	0.1	6.65157E-06	0.624253
-2.4	-5.11E-11	0.648763	0.0999999	5.99528E-06	0.648763
-2.5	-5.16E-11	0.673348	0.0999999	5.3645E-06	0.673348
-2.6	-5.2E-11	0.697956	0.0999999	4.76184E-06	0.697956
-2.7	-5.23E-11	0.722495	0.0999998	4.18994E-06	0.722495
-2.8	-5.31E-11	0.747002	0.0999999	3.64978E-06	0.747002
-2.9	-5.36E-11	0.771548	0.1	3.14451E-06	0.771548
-3	-5.41E-11	0.796048	0.0999998	2.676E-06	0.796048
-3.1	-5.43E-11	0.820577	0.0999999	2.24635E-06	0.820577
-3.2	-5.46E-11	0.845075	0.0999999	1.85547E-06	0.845075
-3.3	-5.49E-11	0.869682	0.1000001	1.50474E-06	0.869682
-3.4	-5.48E-11	0.894223	0.1000002	1.1944E-06	0.894223
-3.5	-5.48E-11	0.919004	0.0999998	9.2374E-07	0.919004
-3.6	-5.19E-11	0.946362	0.0999997	6.94236E-07	0.946362
-3.7	-5.51E-11	0.970905	0.0999997	5.02647E-07	0.970905
-3.8	-5.61E-11	0.995411	0.0999996	3.48705E-07	0.995411
-3.9	-5.63E-11	1.019966	0.0999997	2.29651E-07	1.019966
-4	-5.62E-11	1.044502	0.0999998	1.42299E-07	1.044502
-4.1	-4.9E-11	1.111519	0.0999965	8.37539E-08	1.111519
-4.2	-6.94E-11	1.134752	0.1000093	4.41197E-08	1.134752
-4.3	-7.06E-11	1.157959	0.1000046	2.11967E-08	1.157959
-4.4	-5.78E-11	1.182479	0.0999988	9.1724E-09	1.182479
