#scan	iMeasureCycle=1	iMux=0	time=0.032	N=401	LocalTime=19/04/2023 23:31:40
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-1E-07	-1.561E-10	0.034886	0.1000001	1.22309E-05	0.034886
-0.1000006	-2.145E-10	0.059774	0.0999999	1.14595E-05	0.059774
-0.2000004	-2.633E-10	0.084444	0.0999999	1.06953E-05	0.084444
-0.300001	-2.029E-10	0.109141	0.0999998	9.939E-06	0.109141
-0.4	-1.137E-10	0.133637	0.1	9.1908E-06	0.133637
-0.5	-8.12E-11	0.160789	0.0999998	8.45827E-06	0.160789
-0.6	-7.3E-11	0.185313	0.0999999	7.7313E-06	0.185313
-0.7	-6.63E-11	0.209953	0.0999998	7.01838E-06	0.209953
-0.8	-6.16E-11	0.234515	0.0999999	6.32104E-06	0.234515
-0.9	-5.93E-11	0.259026	0.0999998	5.64272E-06	0.259026
-1	-5.66E-11	0.283561	0.1	4.98662E-06	0.283561
-1.1	-5.61E-11	0.308061	0.1	4.35527E-06	0.308061
-1.2	-5.52E-11	0.33259	0.1	3.753E-06	0.33259
-1.3	-5.46E-11	0.357109	0.0999999	3.18537E-06	0.357109
-1.4	-5.4E-11	0.38167	0.1	2.65607E-06	0.38167
-1.5	-5.42E-11	0.40626	0.1	2.16935E-06	0.40626
-1.6	-5.41E-11	0.430786	0.1	1.73006E-06	0.430786
-1.7	-5.39E-11	0.455347	0.0999999	1.34198E-06	0.455347
-1.8	-5.39E-11	0.479854	0.1	1.00624E-06	0.479854
-1.9	-5E-11	0.50725	0.0999998	7.26551E-07	0.50725
-2	-5.38E-11	0.531767	0.0999995	4.98506E-07	0.531767
-2.1	-5.42E-11	0.55627	0.0999993	3.22317E-07	0.55627
-2.2	-4.76E-11	0.601234	0.0999998	1.95564E-07	0.601234
-2.3	-5.27E-11	0.625771	0.0999997	1.0697E-07	0.625771
-2.4	-4.77E-11	0.663456	0.0999963	5.37417E-08	0.663456
-2.5	-6.77E-11	0.686731	0.1000058	2.33029E-08	0.686731
-2.6	-6.91E-11	0.70994	0.1000022	8.8161E-09	0.70994
-2.7	-6.94E-11	0.733147	0.1000009	2.848E-09	0.733147
-2.8	-6.91E-11	0.756517	0.1000003	7.751E-10	0.756517
-2.9	-6.83E-11	0.77982	0.1000003	1.745E-10	0.77982
-3	-7.11E-11	0.803023	0.1000001	2.79E-11	0.803023
-3.1	-7.13E-11	0.82624	0.1000001	-1.6E-12	0.82624
-3.2	-7.04E-11	0.849535	0.1000002	-6.2E-12	0.849535
-3.3	-7.05E-11	0.872831	0.1000002	-6.6E-12	0.872831
-3.4	-7.23E-11	0.896033	0.1	-6.6E-12	0.896033
-3.5	-7.26E-11	0.919278	0.1000001	-6.6E-12	0.919278
-3.6	-7.14E-11	0.942581	0.1000001	-6.6E-12	0.942581
-3.7	-7.36E-11	0.965801	0.1000001	-6.4E-12	0.965801
-3.8	-7.38E-11	0.989112	0.1	-6.3E-12	0.989112
-3.9	-7.42E-11	1.012315	0.1000002	-6.3E-12	1.012315
-4	-7.3E-11	1.035607	0.1	-6.6E-12	1.035607
-4.1	-7.38E-11	1.05895	0.1	-6.3E-12	1.05895
-4.2	-5.41E-11	1.101622	0.0999998	-8E-12	1.101622
-4.3	-7.18E-11	1.124931	0.0999999	-6.3E-12	1.124931
-4.4	-7.25E-11	1.148231	0.1	-6.5E-12	1.148231
-4.5	-7.53E-11	1.171434	0.1000003	-6.3E-12	1.171434
-4.6	-7.29E-11	1.194815	0.1000001	-6.5E-12	1.194815
-4.7	-7.4E-11	1.218111	0.1000001	-6.8E-12	1.218111
-4.8	-7.59E-11	1.241324	0.0999998	-6.3E-12	1.241324
-4.9	-7.6E-11	1.26456	0.1000001	-6.7E-12	1.26456
-5	-7.48E-11	1.28784	0.1	-6.3E-12	1.28784
-5.1	-7.51E-11	1.311134	0.1	-6.2E-12	1.311134
-5.2	-7.7E-11	1.334335	0.1000004	-5.7E-12	1.334335
-5.3	-7.74E-11	1.357551	0.1000002	-5.5E-12	1.357551
-5.4	-7.56E-11	1.380843	0.1	-6.1E-12	1.380843
-5.5	-7.61E-11	1.404134	0.1000002	-6.6E-12	1.404134
-5.6	-7.79E-11	1.427432	0.1000002	-6.2E-12	1.427432
-5.7	-7.78E-11	1.450679	0.1000002	-6.3E-12	1.450679
-5.8	-7.73E-11	1.473978	0.1000002	-6.4E-12	1.473978
-5.9	-7.85E-11	1.497303	0.1000003	-6E-12	1.497303
-6	-7.87E-11	1.520515	0.1000002	-6E-12	1.520515
-6.1	-7.92E-11	1.543728	0.1000003	-5.9E-12	1.543728
-6.2	-5.79E-11	1.600097	0.0999999	-7.1E-12	1.600097
-6.3	-7.56E-11	1.623418	0.1000001	-5.9E-12	1.623418
-6.4	-7.78E-11	1.646641	0.1	-6E-12	1.646641
-6.5	-7.89E-11	1.669865	0.1	-6.2E-12	1.669865
-6.6	-7.72E-11	1.69321	0.1000001	-6.2E-12	1.69321
-6.7	-7.78E-11	1.716501	0.1000002	-5.7E-12	1.716501
-6.8	-7.94E-11	1.739716	0.1000002	-5.7E-12	1.739716
-6.9	-8E-11	1.763028	0.1000001	-5.9E-12	1.763028
-7	-7.86E-11	1.786328	0.1000003	-6E-12	1.786328
-7.1	-8.09E-11	1.809548	0.1000002	-5.8E-12	1.809548
-7.2	-8.08E-11	1.832765	0.1000002	-6E-12	1.832765
-7.3	-8.15E-11	1.855992	0.1000002	-5.8E-12	1.855992
-7.4	-8E-11	1.879279	0.1000001	-6E-12	1.879279
-7.5	-8.18E-11	1.902496	0.1000002	-6.2E-12	1.902496
-7.6	-8.13E-11	1.925737	0.1000001	-6.1E-12	1.925737
-7.7	-8.2E-11	1.948952	0.1000002	-6.1E-12	1.948952
-7.8	-8E-11	1.972249	0.1000002	-6.3E-12	1.972249
-7.9	-8.2E-11	1.995552	0.1	-6E-12	1.995552
-8	-8.2E-11	2.018776	0.1	-6E-12	2.018776
-8.1	-8.22E-11	2.041991	0.0999998	-6.1E-12	2.041991
-8.2	-6.12E-11	2.097461	0.1	-7.6E-12	2.097461
-8.3	-7.87E-11	2.120772	0.1000001	-6.3E-12	2.120772
-8.4	-8.17E-11	2.143985	0.1000002	-6.2E-12	2.143985
-8.5	-8.19E-11	2.167196	0.1000003	-6E-12	2.167196
-8.6	-8.09E-11	2.190543	0.1000003	-6E-12	2.190543
-8.7	-8.27E-11	2.213762	0.0999999	-6.1E-12	2.213762
-8.8	-8.3E-11	2.236978	0.1000001	-5.8E-12	2.236978
-8.9	-8.28E-11	2.260196	0.1000001	-6.1E-12	2.260196
-9	-8.14E-11	2.283486	0.1000001	-6.4E-12	2.283486
-9.1	-8.16E-11	2.306777	0.1000001	-6.1E-12	2.306777
-9.2	-8.39E-11	2.32998	0.1000003	-5.6E-12	2.32998
-9.3	-8.4E-11	2.353191	0.1000001	-6.3E-12	2.353191
-9.4	-8.26E-11	2.376482	0.1	-6.2E-12	2.376482
-9.5	-8.22E-11	2.399774	0.1	-5.8E-12	2.399774
-9.6	-8.35E-11	2.423045	0.1	-5.7E-12	2.423045
-9.7	-8.44E-11	2.446273	0.1000004	-6E-12	2.446273
-9.8	-8.24E-11	2.46957	0.1000003	-6.5E-12	2.46957
-9.9	-8.42E-11	2.492897	0.1000001	-6.4E-12	2.492897
-10	-8.47E-11	2.516147	0.0999999	-6E-12	2.516147
-9.90001	-4.43E-11	2.539444	0.0999997	-9.2E-12	2.539444
-9.80001	-4.06E-11	2.562733	0.0999997	-9E-12	2.562733
-9.70001	-5.52E-11	2.603221	0.1	-7.5E-12	2.603221
-9.60001	-3.65E-11	2.62652	0.0999996	-9.2E-12	2.62652
-9.50001	-3.49E-11	2.649806	0.0999999	-9.6E-12	2.649806
-9.40001	-3.52E-11	2.673164	0.0999996	-9.6E-12	2.673164
-9.30001	-3.08E-11	2.696445	0.0999997	-9.8E-12	2.696445
-9.20001	-3.13E-11	2.719733	0.0999996	-9.8E-12	2.719733
-9.10001	-3.08E-11	2.743017	0.0999996	-9.4E-12	2.743017
-9.00001	-2.81E-11	2.76632	0.0999996	-9.8E-12	2.76632
-8.90001	-2.72E-11	2.789549	0.0999998	-9.8E-12	2.789549
-8.80001	-2.83E-11	2.812832	0.0999998	-9.6E-12	2.812832
-8.70001	-2.8E-11	2.836111	0.0999999	-9.5E-12	2.836111
-8.60001	-2.51E-11	2.859321	0.0999997	-9.9E-12	2.859321
-8.50001	-2.4E-11	2.882548	0.0999997	-1E-11	2.882548
-8.40001	-2.56E-11	2.905839	0.0999997	-9.7E-12	2.905839
-8.30001	-2.65E-11	2.929209	0.0999997	-9.6E-12	2.929209
-8.20001	-2.54E-11	2.952499	0.0999996	-9.9E-12	2.952499
-8.10001	-2.47E-11	2.975797	0.0999996	-9.6E-12	2.975797
-8	-2.39E-11	2.999183	0.0999998	-9.5E-12	2.999183
