#scan	iMeasureCycle=1	iMux=0	time=0.022	N=401	LocalTime=20/04/2023 13:33:07
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-2E-07	-6.7E-12	0.02947	0.1	2.28124E-05	0.02947
-0.1000005	-1.12E-11	0.054454	0.0999999	2.19604E-05	0.054454
-0.2	-1.01E-11	0.080121	0.1	2.1114E-05	0.080121
-0.3	-1.35E-11	0.104903	0.1000001	2.02711E-05	0.104903
-0.4	-1.44E-11	0.129409	0.1	1.94328E-05	0.129409
-0.5	-1.49E-11	0.153939	0.1	1.85989E-05	0.153939
-0.6	-1.58E-11	0.178451	0.0999998	1.77688E-05	0.178451
-0.7	-1.62E-11	0.203007	0.0999998	1.69432E-05	0.203007
-0.8	-1.67E-11	0.227518	0.0999999	1.61229E-05	0.227518
-0.9	-1.66E-11	0.252049	0.0999999	1.53073E-05	0.252049
-1	-1.69E-11	0.276557	0.1000001	1.44982E-05	0.276557
-1.1	-1.69E-11	0.301144	0.0999999	1.36956E-05	0.301144
-1.2	-1.69E-11	0.325709	0.0999999	1.29002E-05	0.325709
-1.3	-1.78E-11	0.350214	0.1	1.21132E-05	0.350214
-1.4	-1.82E-11	0.374723	0.0999999	1.13356E-05	0.374723
-1.5	-1.78E-11	0.39924	0.1	1.05684E-05	0.39924
-1.6	-1.83E-11	0.423807	0.1	9.8141E-06	0.423807
-1.7	-1.82E-11	0.448354	0.0999998	9.0731E-06	0.448354
-1.8	-1.49E-11	0.475483	0.0999998	8.35194E-06	0.475483
-1.9	-1.83E-11	0.500033	0.1	7.64346E-06	0.500033
-2	-1.91E-11	0.52453	0.0999999	6.95478E-06	0.52453
-2.1	-1.93E-11	0.549131	0.0999999	6.28876E-06	0.549131
-2.2	-1.4E-11	0.595734	0.0999999	5.64929E-06	0.595734
-2.3	-1.87E-11	0.620262	0.0999999	5.03359E-06	0.620262
-2.4	-1.93E-11	0.644871	0.0999998	4.44912E-06	0.644871
-2.5	-1.92E-11	0.669394	0.0999999	3.898E-06	0.669394
-2.6	-1.97E-11	0.693966	0.0999999	3.38046E-06	0.693966
-2.7	-1.95E-11	0.718527	0.1	2.89909E-06	0.718527
-2.8	-1.99E-11	0.743044	0.0999997	2.45578E-06	0.743044
-2.9	-1.98E-11	0.767629	0.0999999	2.05061E-06	0.767629
-3	-2.04E-11	0.792145	0.0999999	1.68445E-06	0.792145
-3.1	-2.01E-11	0.816686	0.1	1.35753E-06	0.816686
-3.2	-2.05E-11	0.841212	0.1	1.06954E-06	0.841212
-3.3	-1.63E-11	0.86853	0.0999995	8.21343E-07	0.86853
-3.4	-2.05E-11	0.893048	0.0999995	6.10012E-07	0.893048
-3.5	-2.05E-11	0.917598	0.0999996	4.3617E-07	0.917598
-3.6	-2.1E-11	0.942102	0.0999998	2.97908E-07	0.942102
-3.7	-2.09E-11	0.966629	0.0999998	1.9232E-07	0.966629
-3.8	-2.12E-11	0.991134	0.0999998	1.15923E-07	0.991134
-3.9	-1.57E-11	1.028789	0.0999952	6.53786E-08	1.028789
-4	-3.54E-11	1.052049	0.1000063	3.30993E-08	1.052049
-4.1	-1.54E-11	1.096298	0.0999987	1.54242E-08	1.096298
-4.2	-3.34E-11	1.119632	0.1000013	6.3233E-09	1.119632
