	Time	Dose	Vth	Mobility	SS	Von
62	8050.0	68.50828729281768	1.1216060166147088	6.288049783130005	0.16725664032993698	-0.8808085027486351
63	8090.0	69.61325966850829	1.131553407909632	6.289400072041916	0.17200738415094174	-0.8862585518098844
64	8130.0	70.7182320441989	1.0739670220662128	6.3055519167503995	0.18113465100956727	-0.9842119597416954
65	8410.0	71.8232044198895	1.0884611931577022	6.307436841652805	0.1800873935972941	-0.961368317794729
66	8450.0	72.92817679558011	1.097600235995664	6.308207771743087	0.17926664760101396	-0.947071891395461
67	8490.0	74.03314917127072	1.0293745278884812	6.31531862006091	0.17779298246716208	-1.0009124916939487
68	8770.0	75.13812154696133	1.0435497122657438	6.316893856683566	0.17650880952624876	-0.977249770860764
69	8810.0	76.24309392265194	1.051088262961037	6.3160911835447795	0.17793362652223857	-0.9699783956936935
70	8850.0	77.34806629834254	0.9948788338899771	6.33167412531287	0.17518768410818505	-1.0191742689413819
71	9130.0	78.45303867403315	1.0087086542292627	6.333129777646884	0.17582908690699547	-1.0036430670966872
72	9170.0	79.55801104972376	1.018177092502709	6.333906127454663	0.17647000419853018	-0.9950208474089207
73	9211.0	80.66298342541437	0.9518172033798303	6.340958467636414	0.1724880697374046	-1.0415522127778074
74	9490.0	81.76795580110497	0.9666867719011017	6.343346777211006	0.17955524028112263	-1.048143602360659
75	9530.0	82.87292817679558	0.973599315253086	6.34222359367991	0.173692480044892	-1.0101260228987317
76	9571.0	83.97790055248619	0.9190387588276424	6.356902956850517	0.1790450304850811	-1.0945018365454244
77	9850.0	85.0828729281768	0.9331589630852827	6.358586126676225	0.17984247826081196	-1.0785324576156208
78	9890.0	86.1878453038674	0.9427834939140386	6.359647787853006	0.17711693896385702	-1.0575138551358825
79	9931.0	87.29281767955801	0.8789202373657545	6.365852556895093	0.17967956900097798	-1.1219410245658459
80	10210.0	88.39779005524862	0.8936554214248721	6.36789859900831	0.17910961176935625	-1.1023144682193828
81	10250.0	89.50276243093923	0.9009701070243709	6.3670649406826865	0.22729562254615168	-1.1971545459941253
82	10291.0	90.60773480662984	0.8476002288240949	6.380958359266651	0.18339516453450572	-1.1655269215000188
83	10570.0	91.71270718232044	0.8618614079523761	6.382655345717613	0.1774068440068419	-1.1200499654201603
84	10610.0	92.81767955801105	0.8722488876798338	6.384211139587531	0.1790732884104184	-1.115559370394384
85	10651.0	93.92265193370166	0.8086694311476381	6.389540321825631	0.17896286915790932	-1.1757729601757343
86	10930.0	95.02762430939227	0.8232535145432717	6.3916922621284735	0.17155106960483105	-1.1318835351214143
87	10971.0	96.13259668508287	0.831100135129704	6.391097080682961	0.17993302339215536	-1.1507425822800552
88	11011.0	97.23756906077348	0.7794210482031844	6.404945853042303	0.1811929860012115	-1.2089821794866549
89	11291.0	98.34254143646409	0.7931573985982305	6.406022031449058	0.18150278396568073	-1.1916379093640874
90	11331.0	99.4475138121547	0.8025220135973518	6.406792985297417	0.17930766666642345	-1.1735619489612503
91	11371.0	100.5524861878453	0.7415977945107446	6.412618411087112	0.1805310544877481	-1.2303190915515703
92	11651.0	101.65745856353591	0.7548061912976612	6.413688007167095	0.18003626035798143	-1.2121483415956051
93	11691.0	102.76243093922652	0.7642033932839579	6.414274386958525	0.1819495173545264	-1.2078947156006044
94	11731.0	103.86740331491713	0.7129984227221794	6.4269758039467275	0.18350522289822968	-1.2745378401436114
95	12011.0	104.97237569060773	0.7274903478540137	6.428859279741924	0.1749025614810882	-1.2257336608778455
96	12051.0	106.07734806629836	0.7369125268195582	6.42970031050981	0.18692410717715952	-1.2549325206393236
97	12091.0	107.18232044198896	0.6754832136858138	6.433880955815128	0.23378166828869154	-1.4055248325965215
98	12371.0	108.28729281767957	0.6902926806537334	6.436083494355913	0.18246869375278474	-1.2761409800800099
99	12411.0	109.39226519337018	0.7084749671603493	6.443368650659183	0.17779478408394392	-1.2492548435520825
100	12451.0	110.49723756906079	0.6502480011809049	6.448867773024488	0.18293472081562673	-1.3198796795560317
101	12731.0	111.6022099447514	0.6641538020377993	6.450150197406127	0.22958560100254816	-1.4074205798134782
102	12771.0	112.707182320442	0.6740854158754042	6.45134409097048	0.23518163584748542	-1.4051663344518723
103	12811.0	113.81215469613261	0.6145021131743985	6.454998996554059	0.18603234408987215	-1.3587122777810752
104	13091.0	114.91712707182322	0.6377886824570598	6.463564515377103	0.1813218277703007	-1.3207450030992418
105	13131.0	116.02209944751382	0.6479176129211566	6.464908162814831	0.1837813537745024	-1.3190871293534276
106	13171.0	117.12707182320443	0.5906718586082591	6.469568388434043	0.18548789228974	-1.3791336113029407
107	13451.0	118.23204419889504	0.6050320079749705	6.47126052009006	0.1	0.1
108	13491.0	119.33701657458565	0.6128298013756343	6.470607693545685	0.18777866398502452	-1.3558951557562668
109	13531.0	120.44198895027625	0.5643519628027448	6.482150267501799	0.23714293597504182	-1.5101647946748422
110	13811.0	121.54696132596686	0.5788252778923909	6.484090821763906	0.18612637766702256	-1.3850662884520166
111	13851.0	122.65193370165747	0.5879196347927477	6.484500644324427	0.18343658576882987	-1.3645846366252432
112	13891.0	123.75690607734808	0.5305936799954843	6.488686151985361	0.18503651148872213	-1.4209797364888048
113	14171.0	124.86187845303868	0.544917345149367	6.490265526698301	0.23211044031274275	-1.5079056443367904
114	14211.0	125.96685082872929	0.5544743148041987	6.491278773797191	0.18527821623894966	-1.3950195080737238
115	14251.0	127.0718232044199	0.5070815585301897	6.502045074372637	0.17677587583052756	-1.4205802351879966
116	14531.0	128.1767955801105	0.5213039734963048	6.503675006322718	0.18213502316192492	-1.418329754306399
117	14571.0	129.28176795580112	0.5307998881777861	6.504477764562796	0.22672143869415678	-1.5152288673938843
118	14611.0	130.38674033149172	0.47409177117408147	6.508093477096663	0.17880524454916794	-1.4488155755512138
119	14891.0	131.49171270718233	0.49649433740865123	6.516071163492094	0.18420722551863097	-1.4502443218252306
120	14931.0	132.59668508287294	0.506082496071574	6.516940221787532	0.19191878552243274	-1.4646750167819982
121	14971.0	133.70165745856355	0.45183687058604177	6.521486677908293	0.24205885365263927	-1.6170336291640732
122	15251.0	134.80662983425415	0.46483104325400726	6.522033437289404	0.18769919552285075	-1.4864732370609892
123	15291.0	135.91160220994476	0.47453544327059005	6.522953487413429	0.18607376932220246	-1.469284383833699
124	15331.0	137.01657458563537	0.42877988928162003	6.533265447909288	0.18538611958353185	-1.5159238762667193
125	15611.0	138.12154696132598	0.4431226477970685	6.535026018923504	0.2366070223222629	-1.6097820636922702
126	15651.0	139.22651933701658	0.45223853230653716	6.535614147463533	0.18814976210271916	-1.4987498986082335
127	15691.0	140.3314917127072	0.39806563128405215	6.539013180966114	0.19176093803672786	-1.5619413002142304
128	15971.0	141.4364640883978	0.4197908121181128	6.5465107043192186	0.18517978202498636	-1.5199771738926149
129	16011.0	142.5414364640884	0.4294791613990706	6.547414930181851	0.23306481755527786	-1.6213746777621052
130	16051.0	143.646408839779	0.37625039319550263	6.551565350867435	0.19317767479959616	-1.5914387127806873
131	16331.0	144.75138121546962	0.3896771502531271	6.5526143527840075	0.18786725079274152	-1.5556151462042134
132	16371.0	145.85635359116023	0.39906585238629816	6.553340127019672	0.1917904929938223	-1.55683427068638
133	16411.0	146.96132596685084	0.3544227603445651	6.563151870259277	0.2459447761475423	-1.7138766910582315
134	16691.0	148.06629834254144	0.36868495450115796	6.564799584418958	0.18876629409333803	-1.576241108853768
135	16731.0	149.17127071823205	0.3777493401738283	6.565277258653365	0.1860041939949417	-1.5576078935569921
136	16771.0	150.27624309392266	0.32414431295849466	6.568349803951032	0.23651584730626385	-1.7238199824331513
137	17051.0	151.38121546961327	0.3458768609548488	6.575608057007916	0.2448397531186905	-1.719108532772544
138	17091.0	152.48618784530387	0.3556627426568861	6.576685005581824	0.19216030121815775	-1.6011242349935337
139	17131.0	153.59116022099448	0.30366886842070695	6.580357233295238	0.18835251738974668	-1.6321236674831472
140	17411.0	154.6961325966851	0.31781378690486717	6.581988198527699	0.23559801166755223	-1.7238371950309443
141	17451.0	155.8011049723757	0.3265704685830133	6.58211996335362	0.23921294017837808	-1.7169634394194464
142	17491.0	156.9060773480663	0.28265372914474346	6.591858753054169	0.18328189602218992	-1.63070246111353
143	17771.0	158.0110497237569	0.2964854994711186	6.593235588341012	0.18688121504814312	-1.6281807373246542
144	17811.0	159.11602209944752	0.30607334830872185	6.593967037483289	0.1890148787743075	-1.6252517155247566
145	17852.0	160.22099447513813	0.2539992134845375	6.5966725134263955	0.18810715119402308	-1.671101206619579
146	18131.0	161.32596685082873	0.2755304478436926	6.603912426006816	0.1946304542001224	-1.6755602035124781
147	18171.0	162.43093922651934	0.28533877029726923	6.604834746733839	0.2248733545788967	-1.7309406227820772
148	18211.0	163.53591160220995	0.23406896767198268	6.607841144015449	0.18548628531492248	-1.6815896192399657
149	18491.0	164.64088397790056	0.24727697787748495	6.6087682322402586	0.18548377006373815	-1.6644933867715412
150	18531.0	165.74585635359117	0.2571413592723621	6.609803618839053	0.18894819641049554	-1.6671779349307945
151	18571.0	166.85082872928177	0.2136774038698721	6.618483008195615	0.23721827721410849	-1.8160616118403827
152	18851.0	167.95580110497238	0.22735568093926076	6.619733233178493	0.1881882598420584	-1.694842136838844
153	18891.0	169.060773480663	0.23683725094472144	6.620369210213347	0.18651623606508702	-1.6793464613143902
154	18931.0	170.1657458563536	0.1868128099289682	6.623360876739448	0.23152066607778082	-1.8314586559997947
155	19211.0	171.2707182320442	0.20824170607563047	6.630467830223069	0.23778774240459347	-1.8230515083745567
156	19251.0	172.3756906077348	0.21759860039757817	6.631214778965993	0.24239723020084517	-1.8166294362766788
157	19292.0	173.48066298342542	0.1678375787714981	6.6342278165189015	0.1934593060879716	-1.7708908083820616
158	19571.0	174.58563535911603	0.18142306316373047	6.635471244999197	0.18647202307295332	-1.7289176274754914
159	19611.0	175.69060773480663	0.1902775175583534	6.635766413343572	0.233352841914411	-1.8322522129770404
160	19651.0	176.79558011049724	0.14826662776551633	6.644216090250359	0.18805608993879347	-1.7726790933581245
161	19931.0	177.90055248618785	0.1620540696294666	6.645280603107585	0.1897902393009331	-1.7630381061161229
162	19971.0	179.00552486187846	0.17175640190507085	6.646487782373126	0.19363305789797075	-1.7652119142710636
163	20012.0	180.11049723756906	0.12891108789971098	6.653694080182891	0.18954617278599667	-1.7964088551643822
164	20291.0	181.21546961325967	0.1426313238122059	6.654764512638144	0.1857349693161876	-1.7663375045647132
165	20331.0	182.32044198895028	0.15249600793628573	6.655954729133367	0.18516838205282213	-1.7541616811862863
166	20372.0	183.4254143646409	0.10282826919318286	6.657905629419455	0.1902838359395993	-1.8188690900648234
167	20651.0	184.5303867403315	0.11762722324509131	6.659971051077152	0.1904503568158902	-1.803161369948177
168	20691.0	185.6353591160221	0.12650632433700815	6.660455129589058	0.19076557711168052	-1.7948902087620409
169	20732.0	186.7403314917127	0.08397555953910722	6.667650761611244	0.2280626103902942	-1.9254425762189982
170	21011.0	187.84530386740332	0.09907887586343346	6.669944233090145	0.19018308534792402	-1.8214443226337713
171	21052.0	188.95027624309392	0.10718619418629685	6.669637603571502	0.24370743197783398	-1.9274809053070323
172	21092.0	190.05524861878453	0.06619600548076543	6.677513056861452	0.19282446425693558	-1.8661666606745766
173	21371.0	191.16022099447514	0.07989886575618374	6.678783315723602	0.18750065303941973	-1.8297654221097484
174	21411.0	192.26519337016575	0.08887580519563623	6.679158787086025	0.18899371267678247	-1.8253396100867523
175	21452.0	193.37016574585635	0.04043158977485234	6.68117946953173	0.18596282294188513	-1.86243283930104
176	21731.0	194.47513812154696	0.06125452593267657	6.687865361752505	0.19250636116093361	-1.8677829720412142
177	21771.0	195.58011049723757	0.07069510215383792	6.688495760847033	0.1974486436753547	-1.8735730676616493
178	21812.0	196.68508287292818	0.022099791981415852	6.6904479072925	0.19079350962033328	-1.8982397714986599
179	22091.0	197.79005524861878	0.03594554343468129	6.691817166389213	0.18915602479881938	-1.8766200270786544
180	22132.0	198.8950276243094	0.04504029335298824	6.692364297923675	0.18398692496667918	-1.8494618352689802
181	22172.0	200.0	0.004364943121497966	6.69936215342014	0.19186943701551898	-1.9208660919885803
182	22452.0	201.1049723756906	0.017863393249516503	6.700581485996111	0.18961367353393127	-1.8980330424722718
183	22492.0	202.20994475138122	0.027669065766383446	6.7016195440618915	0.19133740187068704	-1.8945202762185067
184	22532.0	203.31491712707182	-0.014319621593363389	6.707764725441211	0.18984481486760327	-1.9304155030606072
185	22812.0	204.41988950276243	-0.00042189386612266654	6.709171328343653	0.19004525097691205	-1.9161356670753942
186	22852.0	205.52486187845304	0.009058573271268909	6.709965987280784	0.1891216860680137	-1.9032277898548933
187	22892.0	206.62983425414365	-0.03857205335981088	6.711487653103463	0.1864610323914033	-1.9366271267631716
188	23172.0	207.73480662983425	-0.024199753521122712	6.713289068216448	0.23232005201591613	-2.0330257989556637
189	23212.0	208.83977900552486	-0.00875903943787847	6.718644612918856	0.18884880858531297	-1.9202199534366338
190	23252.0	209.94475138121547	-0.055674033043590185	6.7201747816482	0.19409893541959855	-1.9837796403902157
191	23532.0	211.04972375690608	-0.042004291968464974	6.721513818119242	0.18620896748136245	-1.937339528258509
192	23572.0	212.1546961325967	-0.032757786246496265	6.722131932549997	0.18844858282162946	-1.9363340220964982
193	23612.0	213.25966850828732	-0.07294562612275611	6.728678424279363	0.19171521313055054	-1.9964550391341798
194	23892.0	214.36464088397793	-0.05885524356544653	6.730309207376301	0.17826415851446495	-1.9336274126291546
195	23932.0	215.46961325966853	-0.049897686485580274	6.7306893144737785	0.18960542181496473	-1.9640643967388303
196	23972.0	216.57458563535914	-0.090564764345948	6.736727905842398	0.245130966009498	-2.1314177480728977
197	24252.0	217.67955801104975	-0.07659378617551016	6.7382699621002375	0.19093291022036157	-1.9983243107960458
198	24292.0	218.78453038674036	-0.06763066695108946	6.738641270844583	0.19116680205619369	-1.989165680144497
199	24332.0	219.88950276243096	-0.1143332362202159	6.7401812627068205	0.19038094866116248	-2.0299154951724017
200	24612.0	220.99447513812157	-0.10074342080654515	6.7414552298165615	0.19173088739731425	-2.020613930215572
201	24652.0	222.09944751381218	-0.08545554622356177	6.746654358357238	0.24690964955766964	-2.126890445254654
202	24692.0	223.2044198895028	-0.13134979104565156	6.747981880028117	0.19655255317995085	-2.072059148909143
203	24972.0	224.3093922651934	-0.11791703805343083	6.749269667601089	0.2299525491061157	-2.131756250468249
204	25012.0	225.414364640884	-0.10860236675598268	6.749818272683269	0.19005179389066612	-2.0259384245461303
205	25052.0	226.5193370165746	-0.14793752685734238	6.755866270556621	0.18753561751290085	-2.0613050470308707
206	25332.0	227.62430939226522	-0.13453016990460004	6.75700244822084	0.197052414579909	-2.077691074498738
207	25372.0	228.72928176795583	-0.12562164812464158	6.757292512350419	0.2005734090271311	-2.0792857126882884
208	25412.0	229.83425414364643	-0.16578101367596562	6.762888162491708	0.24997922765973726	-2.221054737925679
209	25692.0	230.93922651933704	-0.15227474955732265	6.7642058398942675	0.19530279341102322	-2.095106162000068
210	25732.0	232.04419889502765	-0.14287332841319464	6.764939852162319	0.19262455575576093	-2.075868540302765
211	25772.0	233.14917127071826	-0.18884729896167735	6.7655505137778915	0.2432607563896735	-2.229977652019241
212	26052.0	234.25414364640886	-0.17482062342062302	6.767099573961444	0.25106584018440053	-2.224360342838274
213	26092.0	235.35911602209947	-0.15958366898513765	6.772262554916638	0.19441153603220285	-2.099383479026376
214	26132.0	236.46408839779008	-0.20481366297477685	6.773356844248182	0.23470968749753449	-2.230295189867259
215	26412.0	237.5690607734807	-0.19185319256399763	6.774103310774647	0.24103919153136671	-2.2246512939328995
216	26452.0	238.6740331491713	-0.18257148969671913	6.774716628775607	0.19149038788260347	-2.1061675476977264
217	26492.0	239.7790055248619	-0.22213112717514202	6.780147426219315	0.18917941538387487	-2.140935734894468
218	26772.0	240.8839779005525	-0.20876657736881127	6.7812546326706835	0.19174001254540968	-2.1359254361722013
219	26812.0	241.98895027624312	-0.19952077328432496	6.781891958523363	0.19176223221247304	-2.127007360614536
220	26852.0	243.09392265193372	-0.23898091844078848	6.787058814538413	0.19325087106127034	-2.177225906087446
221	27132.0	244.19889502762433	-0.22557083100702052	6.788103196899314	0.19831328409301782	-2.1785996790767497
222	27172.0	245.30386740331494	-0.2162091929040878	6.788846137156696	0.19078419081755307	-2.140934110655146
223	27212.0	246.40883977900555	-0.2614309452211578	6.78934595810745	0.1825669383900804	-2.157869223432147
224	27492.0	247.51381215469615	-0.24778273838788611	6.790603799633027	0.19252122778534844	-2.177558535279638
225	27532.0	248.61878453038676	-0.232625401813813	6.795883588477519	0.19757002935215692	-2.1842877446057978
226	27572.0	249.72375690607737	-0.27822395755124346	6.796097967997918	0.2438717682875674	-2.315769739199068
227	27852.0	250.82872928176798	-0.26488109709092705	6.797176475872539	0.1859060152225397	-2.1737306698930814
228	27892.0	251.93370165745858	-0.25561163010352816	6.797950091955564	0.19055151820355828	-2.179950262875366
229	27932.0	253.0386740331492	-0.2945916378706671	6.802932004244266	0.23625741454063573	-2.3309759914700274
230	28212.0	254.1436464088398	-0.2814123695008633	6.8038965286123245	0.24169344921935526	-2.319787504451031
231	28252.0	255.2486187845304	-0.27215536459041023	6.804650730427834	0.19091344060038867	-2.201442410756961
232	28292.0	256.353591160221	-0.31144324144841756	6.809300022246068	0.18955820402356	-2.2379563431935403
233	28572.0	257.4585635359116	-0.29820696813530834	6.810356775068466	0.23500666272707088	-2.3320839412793757
234	28612.0	258.56353591160223	-0.28928731550728154	6.810971534206458	0.23876504850191124	-2.326552491891567
235	28652.0	259.6685082872928	-0.3339990746974123	6.810979521745759	0.19469222171889514	-2.2787503381522853
236	28932.0	260.77348066298345	-0.31448331042319644	6.8168918298599	0.18833713551518416	-2.2375456115688386
237	28972.0	261.878453038674	-0.3055544915315014	6.8173491098152725	0.19026064484951352	-2.2363062369786264
238	29012.0	262.98342541436466	-0.34991585881131754	6.817252412678471	0.18955366499859952	-2.2833021013110626
239	29292.0	264.08839779005524	-0.3365557500032246	6.818506748642227	0.1890925654306156	-2.26708576216226
240	29332.0	265.1933701657459	-0.3275767068617954	6.8190503846786825	0.19496914260685796	-2.2768789636583335
241	29372.0	266.29834254143645	-0.3658827224487036	6.823569306639084	0.1899470499253556	-2.3006862065577462
242	29652.0	267.4033149171271	-0.35262737483780093	6.824698491661375	0.18686175620000656	-2.2762428111223567
243	29692.0	268.50828729281767	-0.3439419436236107	6.825126709968329	0.18212060275274525	-2.250242250777866
244	29732.0	269.6132596685083	-0.3826358449176449	6.829566350551978	0.23488911494446874	-2.424962644236513
245	30012.0	270.7182320441989	-0.3695362313438184	6.830697719766917	0.24154680526460007	-2.4187725171994656
246	30052.0	271.8232044198895	-0.35999804390637435	6.83165093711768	0.19109504320761875	-2.3001260943056727
247	30093.0	272.9281767955801	-0.3989873936302546	6.835547466384545	0.22693017313798133	-2.429888299235826
248	30372.0	274.03314917127074	-0.3851164871988591	6.83733273639823	0.2325133104868804	-2.425167925564755
249	30412.0	275.1381215469613	-0.37643123759715064	6.837635752005926	0.23560995277533495	-2.421664414160403
250	30452.0	276.24309392265195	-0.4216992072404002	6.837000045391972	0.19076243109832522	-2.365563453955101
251	30732.0	277.34806629834253	-0.4079965488093873	6.8386139051095105	0.2228967823024276	-2.4280259398801007
252	30772.0	278.45303867403317	-0.39376073620779056	6.843083510276411	0.22732143559441284	-2.428318544550025
253	30813.0	279.55801104972375	-0.4378442482546276	6.8432215655884745	0.19132487461798892	-2.3874914509998324
254	31092.0	280.6629834254144	-0.4244696362086593	6.844625341577721	0.17826799544930816	-2.3281462833717486
255	31133.0	281.76795580110496	-0.41581534072472	6.844997619733699	0.1885791133428263	-2.3553128302203588
256	31173.0	282.8729281767956	-0.4541752854751573	6.849117468594813	0.24226654463734265	-2.513988353403136
257	31452.0	283.97790055248623	-0.44093037435969573	6.850295259506961	0.19305051258266026	-2.397266244651341
258	31493.0	285.0828729281768	-0.4322062515346652	6.850822808359587	0.19128705237035504	-2.381994554066653
259	31533.0	286.18784530386745	-0.471105012054701	6.854705685980585	0.19128074061017256	-2.4243277659421345
260	31812.0	287.292817679558	-0.4575641622645768	6.856245515808803	0.19099479113783047	-2.409565217661041
261	31853.0	288.39779005524866	-0.4491408088842446	6.856495322868124	0.19211703407054437	-2.4041296706394624
262	31893.0	289.50276243093924	-0.4932486688553734	6.856383473466041	0.1884751681334712	-2.4321527952728506
263	32172.0	290.6077348066299	-0.4741682060929584	6.861867861918003	0.19068050440791853	-2.426101622734281
264	32213.0	291.71270718232046	-0.46521360191350064	6.86254272123277	0.19109475136811957	-2.419899195075127
265	32253.0	292.8176795580111	-0.5098798885465892	6.862221520190415	0.19409441731759275	-2.472627750376971
266	32533.0	293.9226519337017	-0.4965328684941591	6.863398610406189	0.18738030386950288	-2.4312332908206966
267	32573.0	295.0276243093923	-0.4875341004950087	6.864036833370993	0.1888691564108245	-2.4281521088389595
268	32613.0	296.1325966850829	-0.5255881107547044	6.867884941008051	0.18603740247287218	-2.464321986611592
269	32893.0	297.2375690607735	-0.5124024132424532	6.869185199956166	0.19095076573090486	-2.4664966854424546
270	32933.0	298.3425414364641	-0.5037260347871553	6.869573504917455	0.193944268322287	-2.4687887097876082
271	32973.0	299.44751381215474	-0.5423678110369344	6.873687383510004	0.19008578647205182	-2.498677641724441
272	33253.0	300.5524861878453	-0.5294570092306676	6.8747011144796115	0.1888255394529906	-2.480530264301287
273	33293.0	301.65745856353595	-0.5204288869635147	6.8754486487378585	0.18755142200122324	-2.4672133521228203
274	33333.0	302.76243093922653	-0.5645719156093534	6.874827933696564	0.1901475354986374	-2.517647204718809
275	33613.0	303.86740331491717	-0.5458045623516125	6.880200522579057	0.238639227490701	-2.6095005711079344
276	33653.0	304.97237569060775	-0.5369349840644957	6.880903996428667	0.19035351797982358	-2.497258589121409
277	33693.0	306.0773480662984	-0.5814489458353491	6.880028643409353	0.18660246468692324	-2.525424799304705
278	33973.0	307.18232044198896	-0.5680420181232226	6.881423461389176	0.18759067270466212	-2.5156967590743466
279	34013.0	308.2872928176796	-0.5592857362519925	6.881965615861948	0.18914581296608973	-2.5127729382360813
280	34053.0	309.3922651933702	-0.5970527392735958	6.885779112306298	0.1814337723368148	-2.533774601071917
